Sujetos,Condición,Percepción cuánto recuerdo,Valencia percibida recuerdo,Valencia percibida -5 a +5,Intensidad percibida recuerdo,Nro palabras únicas,Intensidad pysent,Positivo pysennt,Negativo pysent,Neutro pysennt,Nro sust,Nro verb,Nro adj,Nro numeral,Nro propn,Nro advs,Coherencia norm,Evolucion coherencia norm,Detalles internos,Detalles externos,Total word count ruben
11,campeones_del_mundo,4.0,1.0,3.0,3.0,1.6191500585306864,0.238654725253582,0.10053461045026779,0.1381201148033142,0.7613453269004822,77,63,12,4,12,34,0.991694133988766,"[0.991694133988766, 1.0273549340159491, 1.0009291592983338, 1.005891070069345, 0.9849627201803277, 0.9408714324206667, 1.002778366041237, 0.8338003728936476, 1.1190236716993094]",363.0,60.0,423
12,campeones_del_mundo,5.0,1.0,3.0,3.0,1.9017095105597133,0.4846833422780037,0.05695659667253494,0.42772674560546875,0.5153166055679321,49,57,18,2,20,29,0.9952965987385385,"[0.9952965987385385, 0.9976417367330848, 0.9576762705659889, 0.9734293295454083, 0.9760685617380536, 0.9673811764338447, 0.9055460171850176, 0.9177104865007691, 0.8469794952695121, 0.9711564744482717, 0.5485249690340174]",329.25,39.75,369
13,campeones_del_mundo,5.0,1.0,2.0,2.0,1.5637503640627468,0.23820574581623077,0.08358217775821686,0.15462356805801392,0.7617942690849304,53,44,15,3,20,30,0.8789045153237731,"[0.8789045153237731, 0.937065750668311, 0.9057912511903194, 0.9152217519672418, 0.9295935594068172, 0.961527293220587, 0.7622785248767902, 0.8470112371710689, 0.7678339013392933]",302.5,40.5,343
14,campeones_del_mundo,4.0,1.0,5.0,5.0,1.9229022149442645,0.5792838092893362,0.5577632784843445,0.021520530804991722,0.42071619629859924,49,57,10,1,4,28,1.0081686138732295,"[1.0081686138732295, 1.0333478266523097, 1.021636863822655, 1.0435585127496774, 0.9872629691508022, 1.0346233861321659, 1.071944465644105, 1.037495318928388, 1.0730351239877898, 1.0548332077954972]",296.5,73.5,370
15,campeones_del_mundo,4.0,1.0,4.0,4.0,1.904359176148189,0.9208119143731892,0.004061006475239992,0.9167509078979492,0.0791880339384079,89,117,29,14,16,52,0.8826257801567259,"[0.8826257801567259, 0.8705281726153923, 0.8794861392659755, 0.8842113397481334, 0.8547624273975081, 0.8491189994881462, 0.8707800255313397, 0.8484848935363778, 0.869150979199512, 0.8658743422432703, 0.8906887675992095, 0.8646587180961604, 0.8705126030429109, 0.8382380358559156, 0.8515415140161046, 0.8789466237080397, 0.8453954792392029, 0.8149668801837288, 0.8442235610348219, 0.8721547418459388, 0.8263286531852179, 0.8582424468715579, 0.8075578791253386, 0.7979912796844224, 0.837751980339806, 0.830933885195888, 0.812701905220987, 0.8317044128621517, 0.8541188348948505, 0.8421992302548774, 0.8124835180685447, 0.8507095941780972, 0.823691442599063, 0.7744908753434769, 0.6984834403478779, 0.7163899817061723, 0.5988591522875749, 0.6986105240157514]",651.25,67.75,719
16,campeones_del_mundo,4.0,1.0,5.0,5.0,0.9155837759558929,0.3847418874502182,0.35215091705322266,0.032590970396995544,0.6152580380439758,54,35,19,1,4,28,0.8431387960756218,"[0.8431387960756218, 0.8125068936257152, 0.7866582279113026, 0.8519299060084061, 0.8039385210860979, 0.795575589603366, 0.7230723045479932, 0.6275958642479114, 0.6150594485411364, 0.43823853886506364, 0.5579316823201984]",209.5,108.5,318
17,campeones_del_mundo,5.0,1.0,4.0,4.0,1.9049315334494707,0.37392937391996384,0.31233710050582886,0.06159227341413498,0.6260706782341003,115,164,25,5,41,97,0.8603000972945495,"[0.8603000972945495, 0.8467997847382565, 0.8563941740739089, 0.8543997937988416, 0.8497868882817211, 0.8378573349430698, 0.8141265302319212, 0.8742237024613563, 0.8439734225703344, 0.7985952992073048, 0.8266444478662621, 0.8370195239962507, 0.8170522838333166, 0.837072513601809, 0.8185866741194806, 0.8256953765250252, 0.8335043150606358, 0.8053470828796021, 0.8472937328934889, 0.8562882058828546, 0.7960529243254794, 0.8321010724724013, 0.8541368053907871, 0.8492755640148218, 0.8199313910373102, 0.8058400837050643, 0.8330812285255621, 0.8102402201756663, 0.7888064255720403, 0.7574386124330574, 0.7993015173099173, 0.8226691736851854, 0.8417604756789023, 0.8130378687566359, 0.7666715064505942, 0.7472631457905831, 0.762607046810337, 0.679469090897656, 0.6234511240402418, 0.6987447077285517]",833.25,115.75,949
18,campeones_del_mundo,5.0,1.0,5.0,5.0,1.7753231793543862,0.8574567320756614,0.8507140278816223,0.006742704194039106,0.14254321157932281,155,194,38,18,55,118,0.8935141932427794,"[0.8935141932427794, 0.9189993420862251, 0.9102229510346775, 0.86768666777455, 0.8987263515454995, 0.8840194833163699, 0.8967489205310998, 0.8832804650835294, 0.8633815790559832, 0.8529052148906646, 0.8248781679236303, 0.9038454709726734, 0.9256487794044775, 0.8984948353386664, 0.9118522518863492, 0.8416247966472485, 0.8501863892614092, 0.8380223728510998, 0.8026012819185881, 0.7582690969281509, 0.7440937213553646, 0.7658729304902415, 0.7044137611200904]",809.0,373.0,1182
19,campeones_del_mundo,5.0,1.0,5.0,5.0,1.2124105665549385,0.8151568360626698,0.8051897287368774,0.009967107325792313,0.18484322726726532,46,40,14,0,2,27,0.8123728744814036,"[0.8123728744814036, 0.8291623909915431, 0.7644432463266306, 0.7671031254629506, 0.7755003117032817, 0.7886045681126429, 0.7363325239124542, 0.7351513523133226, 0.7524278966421986, 0.8075405657914799, 0.7615199548539948, 0.7770370330762258, 0.7884048172921883, 0.7699150931816937, 0.7878076887243297, 0.7527440720995948, 0.7491615860399294, 0.708746578674432, 0.6988091467955826, 0.7403508317760962, 0.7773660709734675, 0.7673609095170713, 0.8349905028071241, 0.8089052659246575, 0.6680461969224949, 0.6754465279252044, 0.7389252420904021, 0.6082877027499004, 0.5051828149687243, 0.6491663235385793]",272.25,39.75,312
20,campeones_del_mundo,4.0,1.0,5.0,5.0,1.8265387385336835,0.7727770991623402,0.7580049633979797,0.014772135764360428,0.22722291946411133,84,60,27,4,17,48,0.8025257642877934,"[0.8025257642877934, 0.782412531377687, 0.7934240320955688, 0.7871082339599436, 0.802658304446861, 0.7870833716689134, 0.7797672432984387, 0.7677945785233111, 0.7657779543267395, 0.7943882377168842, 0.765285079912885, 0.812314115854065, 0.7926979931175255, 0.7846830208435384, 0.8161917092497633, 0.8098483570114284, 0.7589604746490839, 0.7794125527546805, 0.806904238609237, 0.7703691599692558, 0.7196097129822298, 0.7513163053913737, 0.7343627909715826, 0.7313761683192136, 0.7039347297885457, 0.739094753532985, 0.7071353426606837, 0.6721951607540997, 0.7472998624042385, 0.6745328244183002, 0.7999641166292479, 0.7120416343995315, 0.6777519473175797, 0.6878186849125316, 0.7278399550620782, 0.7753910278263647, 0.6885965848088644, 0.7714081165288742, 0.5490131860499302, 0.5977989389765455]",445.0,109.0,554
21,campeones_del_mundo,5.0,0.0,5.0,5.0,1.6990605687218785,0.840049603022635,0.8305400609970093,0.009509542025625706,0.1599504053592682,81,94,17,4,20,69,0.8031493190503075,"[0.8031493190503075, 0.8244497848940362, 0.7780925504776544, 0.7819523106179234, 0.7973482829737968, 0.7755787037959716, 0.7658615983631083, 0.8168509334409813, 0.7979420372589572, 0.8012330209381109, 0.7703248350845144, 0.7867658508628363, 0.7988373188105693, 0.7804724438808985, 0.7992890963866501, 0.7693610771287961, 0.774909806687467, 0.803467422099169, 0.7571468909941446, 0.7250940227866717, 0.7534140712013224, 0.7714805073238753, 0.7422122535976513, 0.7474591366151521, 0.7806852215617546, 0.7757893403695678, 0.77504608049688, 0.7363411767032237, 0.7381386497895541, 0.7410798259854742, 0.7313563182518736, 0.7672180134079523, 0.6777640067312838, 0.6843977089397344, 0.7181170702079125, 0.792319871861511, 0.651776485285985, 0.7963938083345994, 0.6517784570195236, 0.7598236706467779, 0.6665704876660097, 0.6062995889889019, 0.5178147289505882, 0.6707168536689952]",422.0,212.0,634
22,campeones_del_mundo,5.0,1.0,4.0,4.0,1.6649978526246587,0.25605131685733795,0.15731453895568848,0.09873677790164948,0.7439486980438232,351,272,122,37,89,164,0.9020514012938099,"[0.9020514012938099, 0.891032837072871, 0.8635823277665114, 0.8524178732516458, 0.8663854048734833, 0.848010712461301, 0.8511410494561803, 0.8386311264116478, 0.827327798178691, 0.8282958495367365, 0.8454756732856827, 0.8232031275347114, 0.8118070331902257, 0.81765208763812, 0.8080979335966967, 0.8080473157943913, 0.8127244781022678, 0.8166987105056244, 0.8178135874389519, 0.8307162617066041, 0.8233029895991437, 0.8187929155249482, 0.8347881473205411, 0.8296127458417822, 0.8332130592856365, 0.8315394485478735, 0.8109402259488792, 0.8336673499633678, 0.8063951055147678, 0.8170769698298257, 0.8225780594016063, 0.8284751826264675, 0.796464455125403, 0.8120177183301566, 0.8120540006174454, 0.8219360430909177, 0.8234850323343499, 0.8136027389484101, 0.8454982076480869, 0.8191391976589574, 0.8538734378735843, 0.8509262547764888, 0.8571562956255053, 0.8435673516852923, 0.8187434656901115, 0.8581704251899096, 0.8357636220762827, 0.8078736131120983, 0.8025203059536968, 0.83022704904548, 0.8246852404935002, 0.8474368022909456, 0.8346876809269388, 0.8419161299278668, 0.8298898105907455, 0.8310044407210039, 0.838485549690524, 0.8356865118799036, 0.8838228602490145, 0.8797867369315993, 0.8938231575382303, 0.9096247534413685, 0.8998652127187283, 0.9339000819973002, 0.935882586640564, 0.9275910340705694, 0.9158073669031994, 0.895836321193964, 0.9059202350389278, 0.9041408199140594, 0.9448044969483631, 0.8888659154743493, 0.8592124644696795, 0.883337678727018, 0.9043665226780704, 0.7818163638598166, 0.6164505370713919, 0.5285299138980092]",546.75,140.25,687
23,campeones_del_mundo,4.0,1.0,4.0,4.0,1.6558952507373979,0.7038378557190299,0.6926904916763306,0.011147364042699337,0.29616209864616394,59,40,17,4,9,35,0.9845910105116561,"[0.9845910105116561, 0.9368791783396467, 0.9395665368294291, 0.9689466615553493, 0.9316288782522966, 0.9750434490321271, 0.9362767467882308]",269.5,94.5,364
24,campeones_del_mundo,5.0,1.0,5.0,5.0,1.8025280603944482,0.4562338665127754,0.0591076985001564,0.397126168012619,0.54376620054245,92,66,22,5,11,44,0.7816419808459666,"[0.7816419808459666, 0.7838408792977408, 0.7657756503394065, 0.7865066955918567, 0.7837847363547273, 0.792696289405634, 0.7939975398399394, 0.7893349992053464, 0.7841083520606744, 0.8082957565644419, 0.7822940778296503, 0.7758229347827503, 0.7498217499315364, 0.7756747926036097, 0.8040470695980741, 0.8016921283670123, 0.7560448587736569, 0.7703557092087147, 0.7696324224829606, 0.7974787652348653, 0.7579873043010312, 0.74074956916551, 0.7523107208375303, 0.7084379612596675, 0.7337385410058652, 0.7485135536445006, 0.7426795342766626, 0.751845744605721, 0.6690396412135377, 0.7796523708839578, 0.6946758552361093, 0.620550630551699, 0.6567539830981564, 0.6291823217684998, 0.5759852158429709, 0.6372158418240882, 0.6284580364604015, 0.6605189511475537, 0.5959979356760267, 0.7024861093831791, 0.8541171221614567]",467.75,133.25,601
25,campeones_del_mundo,3.0,1.0,2.0,2.0,1.3090366535394555,0.7128608957864344,0.7059335112571716,0.006927384529262781,0.28713908791542053,56,58,21,1,3,34,0.9785799306285885,"[0.9785799306285885, 0.9925132107871961, 0.9557585652662465, 0.940945556158321, 0.96065550294607, 0.9928301029930797, 1.0118290684387945, 1.0158497405488276, 0.9728885837030469, 0.8913360976704618]",220.0,90.0,310
26,campeones_del_mundo,3.0,1.0,4.0,4.0,-0.14178060310147803,0.32354196161031723,0.04512246698141098,0.27841949462890625,0.6764580607414246,63,83,16,2,12,43,0.9032455223169288,"[0.9032455223169288, 0.9126977542259916, 0.926174435740209, 0.8571154666217475, 0.922011978042021, 0.8966370841298441, 0.8538469199008218]",366.0,149.0,515
27,campeones_del_mundo,3.0,1.0,4.0,4.0,1.6878498775964426,0.8369092005304992,0.006753470283001661,0.8301557302474976,0.16309083998203278,75,64,16,4,11,37,0.8434126069789333,"[0.8434126069789333, 0.8145222587015166, 0.8211770540742036, 0.7885039815737146, 0.8171154151795339, 0.811958111765095, 0.8203061692464098, 0.8078122681284917, 0.7689379705675351, 0.7607303747380928, 0.758652742350042, 0.7725619101852126, 0.771183912653423, 0.7571017104565186, 0.7880087180051089, 0.7868713839474764, 0.7925966659330393, 0.7478088578777378, 0.7562036440332447, 0.785275966825985, 0.7891824715090727, 0.7817211886686259, 0.8346897029570546, 0.7813053237120837, 0.845193024508324, 0.7685518251010957, 0.7206668544243181, 0.7295210763731687, 0.7237083831421531, 0.6619194008419631, 0.6388782853930267, 0.7578054519609859, 0.6842954713202156, 0.5383296391714553]",389.5,61.5,451
28,campeones_del_mundo,4.0,1.0,3.0,3.0,1.3174877914978946,0.1560632809996605,0.09168022125959396,0.06438305974006653,0.8439367413520813,95,95,20,9,28,76,0.8099050444525965,"[0.8099050444525965, 0.7456898242410499, 0.763532765766857, 0.7502510397267764, 0.7383342209953729, 0.7567446765348599, 0.735781163084931, 0.730903642257219, 0.7305078892028323, 0.7233691302000876, 0.7255589062982789, 0.7263312329608917, 0.6970488097418109, 0.7168315749647192, 0.7298033719910634, 0.7339268687380328, 0.7426688395100741, 0.7106202544077206, 0.7246107381563885, 0.738436658413052, 0.7152852253096644, 0.7162770069503953, 0.7227806575952175, 0.7521206766281896, 0.7331452449998007, 0.7245068989204478, 0.7252485115879287, 0.7161912331037567, 0.7084052328105418, 0.7091755058805804, 0.7101673182057987, 0.6894248416296842, 0.7088858677290396, 0.6957041122112926, 0.6999212707806466, 0.713609223134143, 0.6885614327127932, 0.658247082176748, 0.6805905609650973, 0.6787604701766834, 0.7278910635489526, 0.7390041525768226, 0.7033501305295229, 0.7250065917239684, 0.7371223323438585, 0.6954445954268254, 0.7811132343365231, 0.735116096522985, 0.711035177977648, 0.6941719333264421, 0.7264813639844813, 0.707316302333392, 0.6726729291550356, 0.6997162546383685, 0.7009371400737038, 0.7063052252420936, 0.6734899796911352, 0.6806304883898344, 0.711791682773244, 0.6525982833962434, 0.6808371303873102, 0.6875734775959191, 0.7691141176365256, 0.7226031459341636, 0.7015594137354849, 0.6456050935300983, 0.6599657302413349, 0.6214517756327145, 0.6663165299388503, 0.727967096685361, 0.733118365563953, 0.6717558056741085, 0.6365145901300313, 0.6042457516677334, 0.6706035945795419, 0.6563719315772865, 0.6749070445726074, 0.7764664857992383, 0.6205381033507475, 0.5070347952390964, 0.5741493037160745, 0.541887426145789]",571.0,205.0,776
29,campeones_del_mundo,4.0,1.0,3.0,3.0,1.9118713305275703,0.5126510597765446,0.024480585008859634,0.48817047476768494,0.4873489439487457,91,75,21,7,15,45,0.85091819593263,"[0.85091819593263, 0.8199233189495209, 0.7781256987545002, 0.7782012213961732, 0.8031997560035815, 0.8297278963864768, 0.8191506615750351, 0.8537036252157332, 0.7824841662889254, 0.8155531679657755, 0.824960967741814, 0.840384284538555, 0.8391664757306687, 0.8276163918863512, 0.7940279680102015, 0.8222090453154871, 0.9592654611580312, 1.022580917204424, 0.9542752992079994, 0.9813171272300604]",448.25,48.75,497
30,campeones_del_mundo,5.0,1.0,4.0,4.0,1.0625958138788307,0.8237082348205149,0.007102309260517359,0.8166059255599976,0.17629173398017883,72,68,16,5,4,38,0.9180898943955463,"[0.9180898943955463, 0.7802020448284754, 0.8118335959756536, 0.836867436215587, 0.7745439342672777, 0.7658127102470977, 0.7493645606142939, 0.7297648074468741, 0.8645836253211389, 0.8922151512941445, 0.8504972863364137, 0.8507309911176818, 0.8689641209600008, 0.8385926347444741, 0.8034757236687183, 0.8043986287923612, 0.664801542956591, 0.39005690531292303]",298.0,123.0,421
1,presencial,4.0,1.0,5.0,5.0,1.5820179732325106,0.49530290625989437,0.023927053436636925,0.47137585282325745,0.5046971440315247,44,36,15,2,12,26,0.9262365427511238,"[0.9262365427511238, 0.8838227928060827, 0.8738652447600915, 0.8450100266785341, 0.8332299260116826, 0.8038164652609651, 0.8261937356769523, 0.8011761083279257, 0.6962416924279737, 0.43106312542939385, 0.28025567757398223]",233.25,70.75,304
2,presencial,2.0,0.0,2.0,2.0,0.5839310814917203,0.09021318890154362,0.026938514783978462,0.06327467411756516,0.9097868800163269,45,56,20,8,12,24,0.9291412922271707,"[0.9291412922271707, 0.8725092870906883, 0.8223053644191654, 0.8205503256607598, 0.7935042852697812, 0.7917086288225411, 0.8025681240759778, 0.8041179273229917, 0.6805509156364283, 0.7633303101991978, 0.5865184916117898]",255.0,136.0,391
3,presencial,3.0,1.0,4.0,4.0,-0.4982591342324569,0.570236224681139,0.5202295184135437,0.05000670626759529,0.4297637641429901,27,23,13,2,4,21,0.8713546683899993,"[0.8713546683899993, 0.8562861465345198, 0.8080726384961764, 0.7887894314810637, 0.8436378052980832, 0.8599251254905644, 0.8374740103834026, 0.8937156129810446, 0.9199317226977968, 0.7740639057675058, 0.7106891927364435, 0.9366586419910937]",85.5,125.5,211
4,presencial,2.0,0.0,1.0,1.0,-1.1174093959769016,0.21429808251559734,0.1974261850118637,0.016871897503733635,0.7857019305229187,69,41,24,15,17,38,1.0206058980503672,"[1.0206058980503672, 0.9375852052825617, 0.8898203969864834, 0.9021459754288456, 0.9064209463923251, 0.8715386950991663, 0.9088865436523729, 0.8702301367026781, 0.8104217282777985, 0.7671037744316882, 0.7562420335320194, 0.6860633300377017, 0.6468012846122113, 0.6135185979446394, 0.5808932803918249]",249.5,163.5,413
5,presencial,1.0,0.0,2.0,2.0,-0.6398034400707342,0.3478550184518099,0.008229898288846016,0.33962512016296387,0.6521450281143188,35,43,14,3,9,25,0.9291386433697981,"[0.9291386433697981, 0.863932017375459, 0.8457549483453453, 0.7268095621647969, 0.5176756319679217]",160.5,157.5,318
6,presencial,5.0,1.0,5.0,5.0,0.2771196657058211,0.7249225955456495,0.011770842596888542,0.713151752948761,0.2750774621963501,93,67,24,6,11,43,0.9760411176617917,"[0.9760411176617917, 0.9861601098647165, 0.9748121349464778, 0.9535640666979509, 0.9694318202305224, 1.0169412621619467, 0.9919518711372107, 0.9415455881033542, 0.9529671383331414, 0.96095560074408, 1.040488835180576, 1.024105603813634, 1.015043421026853, 1.204056703527694]",394.5,169.5,564
7,presencial,3.0,1.0,3.0,3.0,-0.8455842836284104,0.3410194590687752,0.054533518850803375,0.2864859402179718,0.6589805483818054,39,26,16,10,4,22,0.9108361244803179,"[0.9108361244803179, 0.8757141399638955, 0.7915444117661912, 0.7620855915959898, 0.7673300023427033, 0.7418490339687197, 0.8101419275512223, 0.8402444224410127, 0.9299462234495866, 0.9076917789021879, 0.8828260023480408, 0.8347339308737604, 0.7795964931447408, 1.2255951973557724]",229.0,53.0,282
8,presencial,3.0,0.0,3.0,3.0,0.5550485496522615,0.36560436338186264,0.25407150387763977,0.11153285950422287,0.6343955993652344,42,41,5,5,1,16,0.7502468521150919,"[0.7502468521150919, 0.7296402406684408, 0.7615890702725143, 0.7567094823719221, 0.7172155514696641, 0.7571237228129257, 0.765426107940445, 0.6926274300691174, 0.6969390154451862, 0.7277389005414518, 0.7445938892986592, 0.8440095656304847, 0.6260990720669631, 0.22110147165554667]",213.0,7.0,220
9,presencial,3.0,1.0,4.0,4.0,0.055398956844185714,0.38418825156986713,0.022597985342144966,0.36159026622772217,0.6158116459846497,83,78,28,13,25,28,0.8265314605921595,"[0.8265314605921595, 0.7932945421742498, 0.8160560647723785, 0.7962712687245392, 0.7988507283081226, 0.7334206085848696, 0.7961211529593775, 0.7407768035623041, 0.7636073313154803, 0.7872316975498587, 0.7655031839403997, 0.7757432615545393, 0.8048875027332527, 0.7831074307642746, 0.769424067185985, 0.7571170474628307, 0.7585184329495697, 0.7469671345818983, 0.7610713610131458, 0.7578216815566012, 0.7671815061278595, 0.7037541478054196, 0.696312627206444, 0.7495051067535572, 0.7479587705450399, 0.7227211277833231, 0.762219212445937, 0.7375618122954953, 0.6839299931087813, 0.638037382804113, 0.6258980969658919, 0.7923939254851057, 0.6606054434210442, 0.588841455605232, 0.3544614751788489]",328.5,155.5,484
