Sujetos,Condición,Positivo pysent,Negativo pysent,Intensidad pysent
1,campeones_del_mundo,0.15758411586284637,0.12115117907524109,0.27873529493808746
2,campeones_del_mundo,0.10390873998403549,0.04664444550871849,0.15055318549275398
3,campeones_del_mundo,0.07043689489364624,0.7094467282295227,0.779883623123169
4,campeones_del_mundo,0.30218830704689026,0.03812597692012787,0.3403142839670181
5,campeones_del_mundo,0.6418008804321289,0.017472611740231514,0.6592734921723604
6,campeones_del_mundo,0.012838054448366165,0.5417405962944031,0.5545786507427692
7,campeones_del_mundo,0.04170738533139229,0.27997323870658875,0.32168062403798103
8,campeones_del_mundo,0.010945862159132957,0.8335126638412476,0.8444585260003805
9,campeones_del_mundo,0.6024767756462097,0.030432961881160736,0.6329097375273705
10,campeones_del_mundo,0.45213833451271057,0.03794942796230316,0.49008776247501373
11,campeones_del_mundo,0.10053461045026779,0.1381201148033142,0.238654725253582
12,campeones_del_mundo,0.05695659667253494,0.42772674560546875,0.4846833422780037
13,campeones_del_mundo,0.08358217775821686,0.15462356805801392,0.23820574581623077
14,campeones_del_mundo,0.5577632784843445,0.021520530804991722,0.5792838092893362
15,campeones_del_mundo,0.004061006475239992,0.9167509078979492,0.9208119143731892
16,campeones_del_mundo,0.35215091705322266,0.032590970396995544,0.3847418874502182
17,campeones_del_mundo,0.31233710050582886,0.06159227341413498,0.37392937391996384
18,campeones_del_mundo,0.8507140278816223,0.006742704194039106,0.8574567320756614
19,campeones_del_mundo,0.8051897287368774,0.009967107325792313,0.8151568360626698
20,campeones_del_mundo,0.7580049633979797,0.014772135764360428,0.7727770991623402
21,campeones_del_mundo,0.8305400609970093,0.009509542025625706,0.840049603022635
22,campeones_del_mundo,0.15731453895568848,0.09873677790164948,0.25605131685733795
23,campeones_del_mundo,0.6926904916763306,0.011147364042699337,0.7038378557190299
24,campeones_del_mundo,0.0591076985001564,0.397126168012619,0.4562338665127754
25,campeones_del_mundo,0.7059335112571716,0.006927384529262781,0.7128608957864344
26,campeones_del_mundo,0.04512246698141098,0.27841949462890625,0.32354196161031723
27,campeones_del_mundo,0.006753470283001661,0.8301557302474976,0.8369092005304992
28,campeones_del_mundo,0.09168022125959396,0.06438305974006653,0.1560632809996605
29,campeones_del_mundo,0.024480585008859634,0.48817047476768494,0.5126510597765446
30,campeones_del_mundo,0.007102309260517359,0.8166059255599976,0.8237082348205149
31,campeones_del_mundo,0.013251395896077156,0.7379646301269531,0.7512160260230303
32,campeones_del_mundo,0.02605654112994671,0.7110797166824341,0.7371362578123808
33,campeones_del_mundo,0.029995618388056755,0.5792189240455627,0.6092145424336195
34,campeones_del_mundo,0.29331326484680176,0.03958025574684143,0.3328935205936432
35,campeones_del_mundo,0.012017985805869102,0.669194221496582,0.6812122073024511
36,campeones_del_mundo,0.504330039024353,0.0359206460416317,0.5402506850659847
37,campeones_del_mundo,0.052343036979436874,0.19403226673603058,0.24637530371546745
38,campeones_del_mundo,0.3461809456348419,0.06958816945552826,0.4157691150903702
39,campeones_del_mundo,0.2774583399295807,0.04596351832151413,0.3234218582510948
40,campeones_del_mundo,0.20614422857761383,0.03835039585828781,0.24449462443590164
41,campeones_del_mundo,0.2837503254413605,0.04923241585493088,0.33298274129629135
42,campeones_del_mundo,0.4923555552959442,0.06005590781569481,0.552411463111639
43,campeones_del_mundo,0.05165339633822441,0.1563165932893753,0.20796998962759972
44,campeones_del_mundo,0.8645843267440796,0.007578250020742416,0.872162576764822
45,campeones_del_mundo,0.025860415771603584,0.4010413885116577,0.4269018042832613
46,campeones_del_mundo,0.5695500373840332,0.04608975350856781,0.615639790892601
47,campeones_del_mundo,0.5760939717292786,0.04874236136674881,0.6248363330960274
48,campeones_del_mundo,0.01928536593914032,0.31887638568878174,0.33816175162792206
49,campeones_del_mundo,0.02202572673559189,0.5651237368583679,0.5871494635939598
50,campeones_del_mundo,0.07646975666284561,0.40133941173553467,0.4778091683983803
51,campeones_del_mundo,0.019331971183419228,0.3176822066307068,0.337014177814126
52,campeones_del_mundo,0.8045088648796082,0.014147915877401829,0.81865678075701
53,campeones_del_mundo,0.05617024004459381,0.1928255259990692,0.24899576604366302
54,campeones_del_mundo,0.06856615841388702,0.4457903802394867,0.5143565386533737
55,campeones_del_mundo,0.30154919624328613,0.030093012377619743,0.3316422086209059
56,campeones_del_mundo,0.5007212162017822,0.025043880566954613,0.5257650967687368
57,campeones_del_mundo,0.5289715528488159,0.021554453298449516,0.5505260061472654
58,campeones_del_mundo,0.22600218653678894,0.031150534749031067,0.25715272128582
59,campeones_del_mundo,0.07273588329553604,0.20295386016368866,0.2756897434592247
60,campeones_del_mundo,0.6256726384162903,0.03076355904340744,0.6564361974596977
61,campeones_del_mundo,0.31228286027908325,0.21108326315879822,0.5233661234378815
62,campeones_del_mundo,0.2430100291967392,0.09448112547397614,0.33749115467071533
63,campeones_del_mundo,0.17239247262477875,0.03957957774400711,0.21197205036878586
64,campeones_del_mundo,0.22040246427059174,0.05901648476719856,0.2794189490377903
65,campeones_del_mundo,0.3286024034023285,0.046038251370191574,0.37464065477252007
