Sujetos,Condición,Recuerdo_autop,Valencia_autop,Intensidad_autop,ValeInt_autop,num_palabras_unicas_norm,primera_persona_norm,tercera_persona_norm,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm,Positivo pysent,Negativo pysent,Intensidad pysent,Valencia pysent,Valencia e intensidad pysent,Valencia2 pysent,Valencia e intensidad2 pysent,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_LSC,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density,Detalles internos norm,Detalles externos norm
1.0,presencial,5.0,1.0,4.0,4.0,0.8080927609844595,0.0326086956521739,0.0652173913043478,0.1666666666666666,0.1268115942028985,0.0615942028985507,0.0760869565217391,0.0181159420289855,0.0289855072463768,0.8877530097961426,0.0069709443487226,0.8947239541448653,1,0.8947239541448653,1.0,0.8947239541448653,0.9058942821057286,0.906508437786232,0.86657092540603,146.0,22.0,12.772727272727272,3.589041095890411,0.0032154340836012,5.102387121092796,0.0223023863092425,0.0,2.0,6.0,0.0123760037789324,0.8440677966101695,0.1559322033898305
2.0,presencial,2.0,0.0,1.0,0.0,-0.8391142466697872,0.0377358490566037,0.0660377358490566,0.1509433962264151,0.1509433962264151,0.0471698113207547,0.0849056603773584,0.0188679245283018,0.0377358490566037,0.112911432981491,0.0485995262861251,0.1615109592676162,0,0.0,0.0,0.0,0.8452414787440503,0.7935198436015051,0.653074472789701,70.0,13.0,15.76699029126213,2.914285714285714,0.0258620689655172,6.307527789503297,0.0131735724592867,0.0,1.0,2.0,0.0211180124223602,0.6744186046511628,0.3255813953488372
3.0,presencial,3.0,1.0,3.0,3.0,-0.7141119346677892,0.0217391304347826,0.0652173913043478,0.144927536231884,0.1159420289855072,0.0507246376811594,0.0652173913043478,0.0072463768115942,0.0579710144927536,0.1036846786737442,0.0813711658120155,0.1850558444857597,0,0.0,0.0,0.0,0.8477829912747478,0.7505255846167983,0.8558290371459731,84.0,13.0,13.235294117647063,3.2142857142857144,0.0122699386503067,5.051376725388956,0.0270639215282072,0.0,0.0,4.0,0.0193631669535284,0.650974025974026,0.349025974025974
4.0,presencial,3.0,0.0,3.0,0.0,-0.9632367967999956,0.0189393939393939,0.0662878787878787,0.1590909090909091,0.0928030303030303,0.0700757575757575,0.1117424242424242,0.0189393939393939,0.0265151515151515,0.0863268971443176,0.0453749150037765,0.1317018121480941,0,0.0,0.0,0.0,1.0366847556363208,1.0087684094780984,1.0381741831107865,205.0,27.0,12.62806236080178,4.351219512195122,0.0288611544461778,4.499659214003586,0.0707694258689719,0.0,5.0,36.0,0.0106647537063605,0.5702846975088968,0.4297153024911032
5.0,presencial,3.0,0.0,4.0,0.0,-0.3561222848978813,0.0292887029288702,0.0502092050209205,0.1506276150627615,0.1129707112970711,0.0543933054393305,0.0962343096234309,0.00418410041841,0.0502092050209205,0.2932635545730591,0.0195373054593801,0.3128008600324392,0,0.0,1.0,0.3128008600324392,0.7715009990637289,0.707615261612102,0.7147566521222977,132.0,17.0,15.726872246696036,3.4242424242424243,0.0135135135135135,5.391343976639538,0.0219687116666781,1.0,2.5,9.333333333333334,0.0130696275734443,0.522140221402214,0.477859778597786
6.0,presencial,4.0,1.0,4.0,4.0,-0.6283113125475099,0.0263157894736842,0.0526315789473684,0.1578947368421052,0.1491228070175438,0.0701754385964912,0.087719298245614,0.0,0.0263157894736842,0.0254116170108318,0.3304884433746338,0.3559000603854656,0,0.0,-1.0,-0.3559000603854656,1.1095439214899725,1.0207027138911935,1.016441650436797,73.0,12.0,15.39508928571428,3.068493150684932,0.0297619047619047,5.740904669040363,0.0296301871644337,0.0,0.0,2.0,0.0213089802130898,0.5444915254237288,0.4555084745762712
7.0,presencial,2.0,0.0,3.0,0.0,-0.744692175245634,0.0158311345646438,0.0686015831134564,0.1609498680738786,0.1187335092348284,0.0606860158311345,0.0844327176781002,0.0,0.0105540897097625,0.0296691320836544,0.4183703064918518,0.4480394385755062,0,0.0,-1.0,-0.4480394385755062,0.9026636294400212,0.8997309377482289,0.8891628375165469,173.0,23.0,12.696793002915449,3.9653179190751446,0.025735294117647,4.794323079413153,0.0495337542954484,2.0,10.0,17.666666666666668,0.0115270869740556,0.6592548076923077,0.3407451923076923
8.0,presencial,3.0,-1.0,3.0,-3.0,0.7651406055149189,0.0353535353535353,0.0606060606060606,0.1717171717171717,0.1313131313131313,0.0353535353535353,0.0757575757575757,0.0101010101010101,0.0101010101010101,0.0078088203445076,0.7432350516319275,0.7510438719764352,-1,-0.7510438719764352,-1.0,-0.7510438719764352,0.9992103472188042,0.9444041476081446,0.9730952528039556,111.0,18.0,14.152173913043482,3.315315315315315,0.0273972602739726,5.599992937601613,0.0416069866870782,0.0,1.0,8.0,0.015069615069615,0.7002427184466019,0.299757281553398
9.0,presencial,4.0,1.0,4.0,4.0,-0.6329614825138702,0.0242825607064017,0.0573951434878587,0.1456953642384106,0.1346578366445916,0.0551876379690949,0.0794701986754966,0.0088300220750551,0.0529801324503311,0.0537448450922966,0.1248184740543365,0.1785633191466331,0,0.0,0.0,0.0,0.9561714312478616,0.9129106859651432,0.9373008520315704,205.0,30.0,14.469791666666666,3.902439024390244,0.0355677154582763,5.182893638552828,0.0360038329561656,0.0,6.0,16.0,0.0095648015303682,0.5618503118503119,0.4381496881496881
10.0,presencial,3.0,1.0,4.0,4.0,0.8216205984434028,0.0264797507788162,0.0623052959501557,0.1401869158878504,0.1261682242990654,0.057632398753894,0.0841121495327102,0.0155763239875389,0.0124610591900311,0.0500419810414314,0.0737374424934387,0.1237794235348701,0,0.0,0.0,0.0,1.064324701222146,1.0039130651243755,0.9808864206594942,257.0,35.0,12.84384384384384,4.319066147859922,0.0248708010335917,4.487653324322923,0.0549607173912407,0.0,8.0,35.0,0.0084356760700389,0.6277602523659306,0.3722397476340694
