Sujetos,Condición,Recuerdo_autop,Valencia_autop,Intensidad_autop,ValeInt_autop,num_palabras_unicas_norm,primera_persona_norm,tercera_persona_norm,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm,Positivo pysent,Negativo pysent,Intensidad pysent,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_LSC,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density,Detalles internos norm,Detalles externos norm
21,cfk,2.0,-1.0,3.0,-3.0,-0.8711743680389249,0.0326086956521739,0.0543478260869565,0.1630434782608695,0.1956521739130435,0.0271739130434782,0.0978260869565217,0.0,0.0108695652173913,0.0238591823726892,0.3681704998016357,0.392029682174325,1.0620723280879538,1.02965436779496,1.0231237755809053,109.0,18.0,17.965909090909093,3.229357798165138,0.0261437908496732,6.038445907855309,0.0261999633154517,1.0,3.5,3.333333333333333,0.0149507305470608,0.5604265402843602,0.4395734597156398
22,cfk,2.0,-1.0,1.0,-1.0,-1.190667069028099,0.012012012012012,0.093093093093093,0.1531531531531531,0.1141141141141141,0.039039039039039,0.1471471471471471,0.03003003003003,0.021021021021021,0.0216218885034322,0.3162060081958771,0.3378278966993093,0.9178155198827646,0.9294354396521516,0.9805082140764976,157.0,23.0,15.467796610169492,3.707006369426752,0.0141388174807197,5.287785514652271,0.0363453369045614,2.0,7.0,13.666666666666666,0.0118814306712395,0.7965976331360947,0.2034023668639053
23,cfk,1.0,-1.0,1.0,-1.0,0.0762583339155383,0.0256410256410256,0.0549450549450549,0.1282051282051282,0.1282051282051282,0.0695970695970696,0.0915750915750915,0.0,0.0036630036630036,0.0132137592881917,0.6548001170158386,0.6680138763040304,1.0543657690003168,1.0256393566683335,1.0409768420292802,131.0,20.0,14.74205020920502,3.648854961832061,0.0138461538461538,4.833179691101605,0.0263143205769506,0.0,6.0,8.0,0.0140340575455079,0.7178571428571429,0.2821428571428571
24,cfk,5.0,0.0,5.0,0.0,0.2501115490499472,0.054054054054054,0.0864864864864864,0.1459459459459459,0.127027027027027,0.027027027027027,0.0756756756756756,0.0216216216216216,0.0216216216216216,0.1474213749170303,0.0459041483700275,0.1933255232870578,1.0950809042608562,1.06800961371854,1.068449376917773,170.0,22.0,13.573170731707316,3.823529411764706,0.0264054514480408,4.983092365066705,0.0653095784145415,0.0,5.0,21.0,0.0113122171945701,0.7914438502673797,0.2085561497326203
25,cfk,4.0,-1.0,2.0,-2.0,-0.5060141685950839,0.0277777777777777,0.0277777777777777,0.1388888888888889,0.1296296296296296,0.0185185185185185,0.0879629629629629,0.0092592592592592,0.0092592592592592,0.064882107079029,0.2476576119661331,0.3125397190451622,0.9660610596009102,1.0389248747366258,1.0261995898300618,115.0,18.0,11.74137931034483,3.530434782608696,0.0100401606425702,5.002601218188878,0.0389099099252551,0.0,2.0,6.0,0.015484363081617,0.7631578947368421,0.2368421052631578
26,cfk,3.0,-1.0,3.0,-3.0,0.9114467342237872,0.0157977883096366,0.1121642969984202,0.1390205371248025,0.1406003159557662,0.0268562401263823,0.0947867298578199,0.0063191153238546,0.0268562401263823,0.1016684025526046,0.1104718148708343,0.212140217423439,1.003709422672569,1.0229797515052443,1.0790437844389866,254.0,33.0,11.630434782608694,4.346456692913386,0.0217216411906677,4.601037910248355,0.0546030001241208,1.0,8.5,49.333333333333336,0.0085898353614889,0.694777397260274,0.305222602739726
27,cfk,1.0,-1.0,1.0,-1.0,-0.6751399510385769,0.043010752688172,0.064516129032258,0.1424731182795699,0.1290322580645161,0.0349462365591397,0.1720430107526881,0.0026881720430107,0.0053763440860215,0.0132909398525953,0.4721169769763946,0.48540791682899,0.9897558410447732,0.9977851877252796,1.009409493199769,147.0,19.0,15.49044585987261,4.272108843537415,0.0323679727427597,4.79530698988551,0.0486630044799277,2.0,5.0,20.666666666666668,0.0146305097381418,0.4943181818181818,0.5056818181818182
28,cfk,2.0,-1.0,3.0,-3.0,-0.9025883212471764,0.0262295081967213,0.0786885245901639,0.1737704918032787,0.1475409836065573,0.0163934426229508,0.101639344262295,0.0,0.0163934426229508,0.0143534643575549,0.4815908670425415,0.4959443314000964,1.074616998192138,1.0728708924656414,1.052094460601925,129.0,20.0,10.842007434944238,4.155038759689923,0.0295629820051413,4.662478822056084,0.0353077943741418,1.0,4.5,16.333333333333332,0.0162306201550387,0.7908950617283951,0.2091049382716049
29,cfk,4.0,0.0,4.0,0.0,-0.153718297931865,0.052,0.08,0.16,0.18,0.02,0.084,0.008,0.024,0.0141081288456916,0.5294551253318787,0.5435632541775703,1.0685750947024344,0.9946189252169108,0.8999922497663913,145.0,24.0,16.489361702127653,3.2,0.0095419847328244,5.935546928072445,0.0336456022299942,0.0,4.0,6.0,0.0111111111111111,0.6398467432950191,0.3601532567049808
30,cfk,2.0,-1.0,3.0,-3.0,0.3682860491284584,0.0380116959064327,0.0906432748538011,0.1491228070175438,0.1228070175438596,0.0350877192982456,0.0789473684210526,0.0,0.0204678362573099,0.0428852178156375,0.3562701940536499,0.3991554118692875,0.8841138584265437,0.8813892788823616,0.928632652476993,159.0,20.0,15.447540983606558,3.836477987421384,0.0388994307400379,4.990483509326959,0.0628012623709204,0.0,8.0,22.0,0.0121407531247512,0.5521978021978022,0.4478021978021978
31,cfk,4.0,0.0,3.0,0.0,-0.1966485237169149,0.0396634615384615,0.0540865384615384,0.1490384615384615,0.1466346153846154,0.0372596153846153,0.0877403846153846,0.0084134615384615,0.0228365384615384,0.0521011725068092,0.1113839820027351,0.1634851545095443,0.9574183147835356,0.9226751289619924,0.9595034410177592,297.0,35.0,15.077809798270891,4.646464646464646,0.0305113880532874,4.472273595579792,0.0726578632942224,3.0,10.5,51.0,0.0078487578487578,0.6672354948805461,0.3327645051194539
32,cfk,,,,,0.4761794582361673,0.0486486486486486,0.0216216216216216,0.1675675675675675,0.1621621621621621,0.0432432432432432,0.054054054054054,0.0108108108108108,0.0054054054054054,0.2483652532100677,0.0189319495111703,0.2672972027212381,0.7361964947706271,1.0947871135394165,0.8489933994320045,103.0,17.0,14.912790697674414,3.320388349514563,0.0220125786163522,5.385498615040058,0.0401209092956665,0.0,3.0,6.0,0.0162764134780125,0.8095238095238095,0.1904761904761904
33,cfk,3.0,-1.0,2.0,-2.0,0.0964521249326138,0.0523809523809523,0.0619047619047619,0.1428571428571428,0.1714285714285714,0.0380952380952381,0.0666666666666666,0.0,0.019047619047619,0.0183454696089029,0.4061866402626037,0.4245321098715067,0.7774453112152239,0.800351400230731,0.8384910885961763,116.0,18.0,14.522727272727275,3.396551724137931,0.0338164251207729,5.613669680311208,0.0466444235840787,1.0,2.5,9.333333333333334,0.014767616191904,0.7442396313364056,0.2557603686635945
34,cfk,3.0,-1.0,2.0,-2.0,-0.8433896678006592,0.04,0.0285714285714285,0.1485714285714285,0.1257142857142857,0.0228571428571428,0.1142857142857142,0.0,0.0342857142857142,0.0214865133166313,0.5331117510795593,0.5545982643961906,0.8708652008657599,0.8552821714644427,0.9243530763402892,92.0,15.0,12.90243902439024,3.565217391304348,0.0335570469798657,5.200672295184544,0.0472280774071055,0.0,0.0,7.0,0.0195891065456282,0.5063451776649747,0.4936548223350254
35,cfk,2.0,0.0,2.0,0.0,0.3058422600539383,0.0292887029288702,0.0815899581589958,0.1631799163179916,0.1443514644351464,0.0230125523012552,0.0648535564853556,0.00418410041841,0.0460251046025104,0.1072921305894851,0.0880122259259224,0.1953043565154075,1.0722271198193514,1.067559980797809,1.034192482393952,177.0,22.0,14.56352841391009,4.429378531073446,0.032017075773746,4.638069197386446,0.0814203227716226,1.0,9.5,30.33333333333333,0.0125834617360041,0.5513059701492538,0.4486940298507462
36,cfk,3.0,-1.0,4.0,-4.0,-0.8435742660418839,0.033033033033033,0.027027027027027,0.1651651651651651,0.1411411411411411,0.036036036036036,0.1141141141141141,0.0,0.018018018018018,0.0089676557108759,0.7976911067962646,0.8066587625071406,0.8713463081013699,0.834862831358595,0.8995877081054771,152.0,21.0,11.438356164383558,3.8157894736842106,0.0137795275590551,4.795440618778135,0.0302174541665632,1.0,9.5,11.333333333333334,0.012635064482398,0.5557065217391305,0.4442934782608695
37,cfk,1.0,1.0,2.0,2.0,-1.320689995183807,0.0439024390243902,0.0682926829268292,0.1219512195121951,0.1804878048780487,0.048780487804878,0.1121951219512195,0.0,0.0195121951219512,0.0123269204050302,0.6047999262809753,0.6171268466860056,0.7985102155220255,0.8864732311995291,0.7794392919522182,92.0,14.0,12.819767441860462,3.717391304347826,0.0241935483870967,4.769143268258516,0.0389865991496426,0.0,3.0,7.0,0.020425226946966,0.40625,0.59375
38,cfk,2.0,-1.0,4.0,-4.0,0.2940328747131921,0.0413625304136253,0.0827250608272506,0.1265206812652068,0.1362530413625304,0.0364963503649635,0.0656934306569343,0.0048661800486618,0.024330900243309,0.0115104168653488,0.6474918723106384,0.6590022891759872,0.9315815826575962,0.9029922321285724,0.95358196346431,154.0,22.0,11.738505747126435,4.5064935064935066,0.063164108618654,4.298002319469559,0.0786477908026373,0.0,7.0,34.0,0.014727102962397,0.736046511627907,0.263953488372093
39,cfk,2.0,0.0,2.0,0.0,-0.4333314784082574,0.0467532467532467,0.0415584415584415,0.1246753246753246,0.1636363636363636,0.0389610389610389,0.1064935064935064,0.0,0.0207792207792207,0.0416487231850624,0.149945929646492,0.1915946528315544,0.8389819455727019,0.8088084439759451,0.8867143694263926,149.0,20.0,10.816950633464396,4.389261744966443,0.034074074074074,4.222107001492551,0.053308453698143,0.0,14.0,19.0,0.0148285869762379,0.4833715596330275,0.5166284403669725
40,cfk,4.0,-1.0,3.0,-3.0,-0.0044608198259198,0.0580235720761559,0.0553037171350861,0.1260199456029011,0.1514052583862194,0.0462375339981867,0.0979147778785131,0.0072529465095194,0.0145058930190389,0.0218740869313478,0.2592323720455169,0.2811064589768648,0.988649382439404,0.968774025227402,0.901765508003204,333.0,40.0,12.120291616038886,4.942942942942943,0.0324863883847549,4.43706404120471,0.0658500581619679,2.0,16.0,87.66666666666667,0.0074441911791309,0.6566317626527051,0.3433682373472949
41,cfk,2.0,0.0,3.0,0.0,-0.4288771014315716,0.056910569105691,0.0365853658536585,0.1341463414634146,0.1056910569105691,0.0528455284552845,0.0853658536585365,0.0040650406504065,0.0040650406504065,0.0461653806269168,0.0928434655070304,0.1390088461339473,1.005610856871022,0.9941804179348672,1.1729755541371476,118.0,16.0,12.421874999999998,3.745762711864407,0.0353697749196141,4.9252068461927605,0.055244242574751,0.0,2.0,7.0,0.0160075329566855,0.626984126984127,0.373015873015873
42,cfk,4.0,1.0,3.0,3.0,-1.43365195806403,0.0697674418604651,0.0387596899224806,0.1162790697674418,0.1782945736434108,0.0232558139534883,0.1085271317829457,0.0,0.0077519379844961,0.0204806961119174,0.4629316627979278,0.4834123589098453,0.991783662797696,0.9756203608583568,1.0637786535417784,76.0,13.0,15.361111111111107,3.1052631578947367,0.0175438596491228,5.701288499025318,0.0362774231418299,0.0,3.0,3.0,0.0207017543859649,0.585,0.415
43,cfk,3.0,-1.0,2.0,-2.0,-1.1844810888948136,0.0549450549450549,0.0659340659340659,0.1153846153846153,0.1538461538461538,0.0329670329670329,0.0824175824175824,0.0,0.0219780219780219,0.0229557249695062,0.1673420369625091,0.1902977619320154,1.0175227801438718,0.9850483830203846,0.9281468696382728,96.0,18.0,15.931677018633543,3.333333333333333,0.0177304964539007,5.6566813319531,0.0415675744602026,0.0,4.0,8.0,0.0175438596491228,0.6958128078817734,0.3041871921182266
44,cfk,4.0,0.0,3.0,0.0,0.5144630225253791,0.0659025787965616,0.0544412607449856,0.1489971346704871,0.1289398280802292,0.0573065902578796,0.0659025787965616,0.0,0.0057306590257879,0.008682801388204,0.8489482402801514,0.8576310416683555,1.0351459838291588,1.0179459051656763,1.008620262645216,153.0,21.0,13.259259259259256,3.986928104575163,0.0249169435215946,4.662349182687091,0.0469222481293219,0.0,6.0,17.0,0.0131148950808393,0.6535904255319149,0.3464095744680851
45,cfk,1.0,0.0,1.0,0.0,-0.8322304630704879,0.0204081632653061,0.064625850340136,0.1258503401360544,0.1462585034013605,0.0374149659863945,0.1054421768707483,0.0,0.0306122448979591,0.0344748683273792,0.3105021715164184,0.3449770398437977,0.7662354464504632,0.7049631122599286,0.7990573943172774,136.0,17.0,12.00772200772201,3.808823529411765,0.0394736842105263,4.693151001141376,0.0799131386756685,2.0,3.0,15.666666666666666,0.0141067538126361,0.553680981595092,0.4463190184049079
46,cfk,2.0,0.0,2.0,0.0,-0.9440075050528216,0.0413793103448275,0.0551724137931034,0.1448275862068965,0.1655172413793103,0.0275862068965517,0.1862068965517241,0.0068965517241379,0.0068965517241379,0.0240334272384643,0.3341663181781769,0.3581997454166412,0.8398173883786105,0.7954093313332764,0.7807245055614538,73.0,13.0,12.15176151761518,3.3698630136986303,0.0196078431372549,5.535661399231976,0.0292914847709368,1.0,2.5,5.333333333333333,0.0234018264840182,0.7032258064516129,0.2967741935483871
47,cfk,4.0,0.0,3.0,0.0,0.5468371954432678,0.0368421052631578,0.0578947368421052,0.1473684210526315,0.1631578947368421,0.0157894736842105,0.0473684210526315,0.0105263157894736,0.0157894736842105,0.0199816320091485,0.2961375117301941,0.3161191437393427,0.8917688988589014,0.7579480379222452,0.7638278120674692,100.0,16.0,14.196150097465887,3.4,0.0286458333333333,5.385673499123594,0.0366601513954455,0.0,2.0,7.0,0.0171717171717171,0.6831797235023042,0.3168202764976958
48,cfk,,,,,-0.0642840064855002,0.0804289544235924,0.0804289544235924,0.1581769436997319,0.1367292225201072,0.0187667560321715,0.0723860589812332,0.0053619302949061,0.0080428954423592,0.0477022230625152,0.2704473435878753,0.3181495666503906,0.9706909799828544,0.9508617933410708,0.9405537038697656,153.0,19.0,14.727272727272725,4.0130718954248366,0.0403543307086614,4.915774521531057,0.0455989471177116,0.0,5.0,23.0,0.0132008943928448,0.8537735849056604,0.1462264150943396
49,cfk,1.0,-1.0,4.0,-4.0,-1.14878042715392,0.0173410404624277,0.0809248554913294,0.1907514450867052,0.0924855491329479,0.0346820809248554,0.1329479768786127,0.0,0.0057803468208092,0.0102352397516369,0.7580976486206055,0.7683328883722425,0.8040612761939273,0.7729615037053968,0.7306695884660209,85.0,14.0,12.327044025157234,3.7411764705882353,0.0461538461538461,4.910790479714014,0.0756590227797658,1.0,0.5,11.333333333333334,0.0222689075630252,0.507177033492823,0.492822966507177
50,cfk,4.0,-1.0,3.0,-3.0,-0.0788972868607467,0.0348837209302325,0.0843023255813953,0.1482558139534883,0.1482558139534883,0.0377906976744186,0.0610465116279069,0.0290697674418604,0.0087209302325581,0.017151553183794,0.3450568318367004,0.3622083850204944,0.9556208613198728,0.9593345286227472,0.9498250128772816,163.0,25.0,14.106753812636162,3.754601226993865,0.0225118483412322,5.389679418604422,0.0508894516473008,1.0,5.5,13.333333333333334,0.0115882753919563,0.7418154761904762,0.2581845238095238
51,cfk,1.0,0.0,1.0,0.0,-1.0092567761110431,0.0142857142857142,0.0285714285714285,0.0857142857142857,0.1571428571428571,0.0285714285714285,0.1,0.0,0.0714285714285714,0.0099790431559085,0.674473226070404,0.6844522692263126,1.0166455281064215,0.8821279196816212,1.1446603992127165,42.0,7.0,15.272727272727266,2.857142857142857,0.0138888888888888,5.548305353183382,0.0361008039579468,0.0,0.0,3.0,0.0348432055749128,0.4476744186046512,0.5523255813953488
52,cfk,3.0,-1.0,3.0,-3.0,1.1254775224929254,0.017094017094017,0.0512820512820512,0.1452991452991453,0.1196581196581196,0.0569800569800569,0.0911680911680911,0.0056980056980056,0.017094017094017,0.0229370817542076,0.4534738957881927,0.4764109775424003,0.8452974836580525,0.8310150826764551,0.8371753991007987,168.0,25.0,15.893081761006297,3.773809523809524,0.0194672131147541,5.072960312528967,0.0237775821207207,1.0,7.5,10.333333333333334,0.0112988309096093,0.5762032085561497,0.4237967914438502
53,cfk,5.0,-1.0,4.0,-4.0,-0.1652052934745633,0.0471841704718417,0.060882800608828,0.1735159817351598,0.1476407914764079,0.0334855403348554,0.0776255707762557,0.0091324200913242,0.0121765601217656,0.0613210313022136,0.1454844623804092,0.2068054936826229,0.9477153217256132,0.9021334464769208,0.9523482677034968,265.0,32.0,15.267068319004943,4.286792452830189,0.026639344262295,4.731891623942779,0.064530450726065,4.0,10.0,33.333333333333336,0.0081189251000571,0.6932565789473685,0.3067434210526316
54,cfk,1.0,-1.0,2.0,-2.0,-0.2804630633516375,0.0165289256198347,0.0413223140495867,0.1859504132231405,0.1074380165289256,0.0206611570247933,0.0950413223140495,0.0041322314049586,0.012396694214876,0.0145193487405776,0.21968574821949,0.2342050969600677,1.0402146200575657,1.0239137401430476,1.0201340403303194,121.0,22.0,13.256944444444446,3.5702479338842976,0.0222929936305732,4.910399699556847,0.028627887857502,1.0,8.5,7.333333333333333,0.0148760330578512,0.5959409594095941,0.4040590405904059
