Sujetos,Condición,Detalles internos norm,Detalles externos norm
1,arabia,0.6408450704225352,0.3591549295774648
2,arabia,0.7252475247524752,0.2747524752475248
3,arabia,0.5283018867924528,0.4716981132075472
4,arabia,0.8096823770491803,0.19031762295081966
5,arabia,0.6930970149253731,0.3069029850746269
6,arabia,0.7233333333333334,0.27666666666666667
7,arabia,0.7255192878338279,0.2744807121661721
8,arabia,0.7587548638132295,0.24124513618677043
9,arabia,0.7051435406698564,0.29485645933014354
10,arabia,0.6865269461077844,0.3134730538922156
11,arabia,0.6103773584905661,0.389622641509434
12,arabia,0.6084558823529411,0.3915441176470588
13,arabia,0.8204113924050633,0.17958860759493672
14,arabia,0.5036945812807881,0.4963054187192118
15,arabia,0.9241803278688525,0.07581967213114754
16,arabia,0.6774475524475524,0.32255244755244755
17,arabia,0.5673400673400674,0.43265993265993263
18,arabia,0.4426328502415459,0.5573671497584541
19,arabia,0.43670886075949367,0.5632911392405063
20,arabia,0.8415948275862069,0.1584051724137931
21,arabia,0.4375,0.5625
22,arabia,0.7085561497326203,0.2914438502673797
23,arabia,0.850418410041841,0.14958158995815898
24,arabia,0.6941489361702128,0.3058510638297872
25,arabia,0.7155612244897959,0.2844387755102041
26,arabia,0.6995530012771393,0.3004469987228608
27,arabia,0.450530035335689,0.549469964664311
28,arabia,0.778046421663443,0.22195357833655707
29,arabia,0.6980337078651685,0.30196629213483145
30,arabia,0.75,0.25
31,arabia,0.5826446280991735,0.41735537190082644
32,arabia,0.7552356020942408,0.24476439790575916
33,arabia,0.4375,0.5625
34,arabia,0.759656652360515,0.24034334763948498
35,arabia,0.5361721611721612,0.46382783882783885
36,arabia,0.779308617234469,0.22069138276553107
37,arabia,0.7527173913043478,0.24728260869565216
38,arabia,0.7923640167364017,0.20763598326359833
39,arabia,0.308,0.692
40,arabia,0.7860635696821516,0.2139364303178484
41,arabia,0.5838709677419355,0.4161290322580645
42,arabia,0.7029085872576177,0.29709141274238227
43,arabia,0.8025727069351231,0.19742729306487697
44,arabia,0.6928571428571428,0.30714285714285716
45,arabia,0.55859375,0.44140625
46,arabia,0.48785425101214575,0.5121457489878543
47,arabia,0.8125,0.1875
48,arabia,0.8054123711340206,0.19458762886597938
49,arabia,0.8042763157894737,0.19572368421052633
50,arabia,0.7013888888888888,0.2986111111111111
51,arabia,0.7948943661971831,0.2051056338028169
52,arabia,0.6357913669064749,0.3642086330935252
53,arabia,0.7293198529411765,0.27068014705882354
54,arabia,0.6490228013029316,0.3509771986970684
55,arabia,0.46875,0.53125
56,arabia,0.8262820512820512,0.1737179487179487
57,arabia,0.6025641025641025,0.3974358974358974
58,arabia,0.7225506756756757,0.27744932432432434
59,arabia,0.735827664399093,0.264172335600907
60,arabia,0.6427350427350428,0.3572649572649573
61,arabia,0.8629032258064516,0.13709677419354838
62,arabia,0.843167701863354,0.15683229813664595
63,arabia,0.6700643776824035,0.32993562231759654
64,arabia,0.6144578313253012,0.3855421686746988
