Sujetos,Condición,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_LSC,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density
1.0,presencial,0.9058942821057286,0.906508437786232,0.86657092540603,146,22,12.772727272727273,3.589041095890411,0.003215434083601286,5.102387121092796,0.022302386309242538,0,2.0,6.0,0.012376003778932452
2.0,presencial,0.8452414787440503,0.7935198436015051,0.653074472789701,70,13,15.76699029126213,2.914285714285714,0.02586206896551724,6.307527789503297,0.013173572459286746,0,1.0,2.0,0.02111801242236025
3.0,presencial,0.8477829912747478,0.7505255846167983,0.8558290371459731,84,13,13.235294117647063,3.2142857142857144,0.012269938650306749,5.051376725388956,0.02706392152820724,0,0.0,4.0,0.0193631669535284
4.0,presencial,1.0366847556363208,1.0087684094780984,1.0381741831107865,205,27,12.628062360801781,4.351219512195122,0.028861154446177848,4.499659214003586,0.07076942586897197,0,5.0,36.0,0.010664753706360592
5.0,presencial,0.7715009990637289,0.707615261612102,0.7147566521222977,132,17,15.726872246696036,3.4242424242424243,0.013513513513513514,5.391343976639538,0.021968711666678173,1,2.5,9.333333333333334,0.013069627573444367
6.0,presencial,1.1095439214899725,1.0207027138911937,1.016441650436797,73,12,15.395089285714281,3.0684931506849313,0.02976190476190476,5.740904669040363,0.029630187164433736,0,0.0,2.0,0.0213089802130898
7.0,presencial,0.9026636294400211,0.8997309377482289,0.8891628375165469,173,23,12.696793002915449,3.9653179190751446,0.025735294117647058,4.794323079413153,0.04953375429544848,2,10.0,17.666666666666668,0.011527086974055653
8.0,presencial,0.9992103472188042,0.9444041476081446,0.9730952528039556,111,18,14.152173913043482,3.315315315315315,0.0273972602739726,5.599992937601613,0.04160698668707822,0,1.0,8.0,0.01506961506961507
9.0,presencial,0.9561714312478615,0.9129106859651432,0.9373008520315704,205,30,14.469791666666666,3.902439024390244,0.03556771545827633,5.182893638552828,0.036003832956165605,0,6.0,16.0,0.009564801530368245
10.0,presencial,1.064324701222146,1.0039130651243755,0.9808864206594942,257,35,12.84384384384384,4.319066147859922,0.02487080103359173,4.487653324322923,0.05496071739124071,0,8.0,35.0,0.00843567607003891
11.0,presencial,0.832003088128773,0.8797088240357097,0.8454560432975148,85,13,12.95652173913043,3.0823529411764707,0,5.6751571401510015,0.017310630545924664,0,1.0,4.0,0.01834733893557423
12.0,presencial,0.9398396769350787,1.0740401383649159,0.8524155282869,73,11,18.60109289617486,3.315068493150685,0.038135593220338986,5.862357046019757,0.014787305540730199,1,4.5,1.3333333333333333,0.02302130898021309
13.0,presencial,0.7025100731512423,0.7411796638932362,0.6713421563788261,88,15,18.76296296296297,3.022727272727273,0.029411764705882353,6.2909020763186945,0.03426124509255578,0,2.0,2.0,0.01737199582027168
14.0,presencial,0.8744996375777672,0.7844529083649124,0.7901567599267753,103,14,13.846625766871162,3.145631067961165,0.019736842105263157,5.566166939704635,0.05052654418420565,0,0.0,7.0,0.015419760137064534
15.0,presencial,0.8048779730742596,0.6999537969190365,0.7746302594578547,74,14,19.54285714285714,2.7837837837837838,0.029411764705882353,7.086042206590007,0.030158580158580153,0,0.0,2.0,0.01906701221769715
16.0,presencial,0.8965977718896331,0.8980354311892824,0.8612062836597641,135,19,14.391143911439118,4.0,0.036193029490616625,5.042727893946134,0.03339290399747917,1,1.5,16.333333333333332,0.014925373134328358
17.0,presencial,0.9105965817576933,0.8968585073107634,0.8329466331964174,188,28,11.769021739130435,3.9148936170212765,0.020634920634920634,4.829529802260482,0.04742010271856227,0,6.0,25.0,0.0104676299920355
18.0,presencial,0.9822651146582438,0.864686974576616,0.8885292714067848,133,18,18.093877551020412,3.6842105263157894,0.02358490566037736,5.43152225802564,0.0676589420892128,1,3.5,17.333333333333332,0.013955342902711323
19.0,presencial,0.8009819806265414,0.718643874669708,0.8111528323640412,69,11,12.842105263157896,3.2753623188405796,0.036458333333333336,5.266447680012796,0.07209336557162645,1,0.5,4.333333333333333,0.024083546462063087
20.0,presencial,0.8593798196641367,0.8197995152493035,0.9310480295361792,121,19,12.314102564102564,3.4049586776859506,0.026,5.1735294377342695,0.042703060576987,1,3.5,7.333333333333333,0.01418732782369146
21.0,presencial,0.9662194059583633,0.9434668203718398,0.9319450750805757,181,23,13.644846217788862,4.430939226519337,0.02781211372064277,4.826170206857582,0.050341816123560784,1,10.5,27.333333333333332,0.012308164518109269
22.0,presencial,0.8023912083234535,0.8422464995494842,0.7850113883236842,175,22,13.905775075987844,3.76,0.018518518518518517,5.392254480662319,0.047306551871218586,0,9.0,15.0,0.010804597701149426
23.0,presencial,1.0424716968031977,1.0815727785169893,1.0662246801715043,108,20,14.737972508591062,3.574074074074074,0.04150943396226415,5.269043379378404,0.0394612173411193,0,1.0,7.0,0.01670128071997231
24.0,presencial,0.9813345152630384,0.9071617642499028,0.8895074898194144,121,19,14.004672897196263,3.520661157024793,0.02586206896551724,5.335742836178499,0.02433910805709286,0,2.0,4.0,0.014669421487603305
25.0,presencial,1.022867075861962,1.0889596262019976,1.0827300087357499,63,12,17.833333333333332,2.9206349206349205,0.025423728813559324,6.412694006619336,0.015071348404681738,0,1.0,1.0,0.023553507424475168
26.0,presencial,0.8731037291972497,0.8292124561722131,0.7719479506982581,145,22,13.784313725490193,3.7379310344827585,0.017857142857142856,5.077174939899198,0.03514641295699683,0,2.0,10.0,0.012978927203065134
