Sujetos,Condición,Recuerdo_autop,Valencia_autop,Intensidad_autop,ValeInt_autop,num_palabras_unicas_norm,primera_persona_norm,tercera_persona_norm,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm,Positivo pysent,Negativo pysent,Intensidad pysent,Valencia pysent,Valencia e intensidad pysent,Valencia2 pysent,Valencia e intensidad2 pysent,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_LSC,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density,Detalles internos norm,Detalles externos norm
25,arabia,2.0,0.0,1.0,0.0,-1.111031109306597,0.0454545454545454,0.0505050505050505,0.106060606060606,0.1262626262626262,0.0353535353535353,0.0909090909090909,0.005050505050505,0.0101010101010101,0.0729716122150421,0.1584989577531814,0.2314705699682235,0,0.0,0.0,0.0,1.1218140074730598,1.1603323798235523,1.1375251704192646,104.0,17.0,12.375,3.5,0.0231481481481481,5.106434372666062,0.0227095757116756,0.0,4.0,3.0,0.0169902912621359,0.7155612244897959,0.2844387755102041
26,arabia,4.0,0.0,4.0,0.0,1.357042915399861,0.0311688311688311,0.0714285714285714,0.1571428571428571,0.1363636363636363,0.0441558441558441,0.0753246753246753,0.0077922077922077,0.0246753246753246,0.082767404615879,0.0823602527379989,0.165127657353878,0,0.0,0.0,0.0,1.0264229012909254,0.985867978601647,0.9985262834338936,289.0,33.0,14.64285714285714,4.588235294117647,0.0265882352941176,4.451984739156562,0.0615647692991937,0.0,13.0,68.0,0.0079656862745098,0.6995530012771393,0.3004469987228608
27,arabia,1.0,0.0,1.0,0.0,-0.5786913866044946,0.050314465408805,0.0786163522012578,0.1383647798742138,0.1540880503144654,0.0188679245283018,0.1163522012578616,0.0157232704402515,0.0157232704402515,0.0037921525072306,0.836076021194458,0.8398681737016886,-1,-0.8398681737016886,-1.0,-0.8398681737016886,1.1615881093906886,1.1355147142972826,1.074796738884898,139.0,19.0,15.06666666666667,3.870503597122302,0.0259562841530054,5.2299561513138615,0.0601334859282276,0.0,1.0,17.0,0.0140235637576895,0.450530035335689,0.549469964664311
28,arabia,4.0,0.0,3.0,0.0,0.2620417706846642,0.0783898305084745,0.0572033898305084,0.1377118644067796,0.1207627118644067,0.0572033898305084,0.1059322033898305,0.0148305084745762,0.010593220338983,0.0239086374640464,0.5490041971206665,0.572912834584713,-1,-0.572912834584713,-1.0,-0.572912834584713,0.9552094798800256,0.919640403952571,0.8762098081845762,181.0,27.0,13.549118387909315,4.375690607734807,0.0495495495495495,4.80076830448746,0.0574132281716472,3.0,12.5,27.0,0.0121546961325966,0.778046421663443,0.221953578336557
29,arabia,2.0,-1.0,3.0,-3.0,-0.7301619151763585,0.029940119760479,0.0778443113772455,0.18562874251497,0.1317365269461078,0.0179640718562874,0.1077844311377245,0.0179640718562874,0.0119760479041916,0.0045878877863287,0.8469934463500977,0.8515813341364264,-1,-0.8515813341364264,-1.0,-0.8515813341364264,1.0890949257481863,1.0499762065716434,1.06156349425695,107.0,16.0,17.73006134969325,3.046728971962617,0.0120967741935483,6.254833456479996,0.0197121414411134,0.0,1.0,1.0,0.0143713630752953,0.6980337078651685,0.3019662921348314
30,arabia,5.0,-1.0,4.0,-4.0,0.8814715274222119,0.0526315789473684,0.0776942355889724,0.1604010025062656,0.1328320802005012,0.0451127819548872,0.1052631578947368,0.0100250626566416,0.0025062656641604,0.0315605103969574,0.3218469321727752,0.3534074425697326,0,0.0,-1.0,-0.3534074425697326,1.068852401030194,1.0529368655783196,1.0345311391917886,181.0,23.0,11.561959654178672,3.834254143646409,0.0169902912621359,4.813463432066,0.0438738344809227,0.0,4.0,17.0,0.0106507059545733,0.75,0.25
31,arabia,1.0,0.0,3.0,0.0,-1.3203543735278578,0.0597345132743362,0.0486725663716814,0.1438053097345132,0.1504424778761062,0.0464601769911504,0.0929203539823008,0.0066371681415929,0.0353982300884955,0.0362213514745235,0.335228681564331,0.3714500330388546,0,0.0,-1.0,-0.3714500330388546,0.8683535976953595,0.901146157460261,0.843331304361607,198.0,28.0,14.553690753690752,3.939393939393939,0.0225,4.806240039336227,0.0426720601620679,0.0,11.0,19.0,0.0099984617751115,0.5826446280991735,0.4173553719008264
32,arabia,,,,,-0.068025636890881,0.0476190476190476,0.0833333333333333,0.1071428571428571,0.1785714285714285,0.0416666666666666,0.1309523809523809,0.0238095238095238,0.0059523809523809,0.0514764934778213,0.511673629283905,0.5631501227617264,-1,-0.5631501227617264,-1.0,-0.5631501227617264,0.986986987263084,1.0222856259549986,1.0516518633170886,79.0,12.0,14.75177304964539,3.518987341772152,0.047945205479452,5.037816618748513,0.0770281361337265,0.0,3.0,12.0,0.0225576111652061,0.7552356020942408,0.2447643979057591
33,arabia,1.0,0.0,1.0,0.0,-0.7762099577910347,0.0606060606060606,0.0404040404040404,0.1414141414141414,0.1515151515151515,0.0808080808080808,0.1414141414141414,0.0,0.0,0.2915549278259277,0.1869504749774933,0.478505402803421,0,0.0,1.0,0.478505402803421,0.9014756550697758,0.8992890715871563,0.8654345608813028,57.0,9.0,12.874999999999998,3.2280701754385963,0.0272727272727272,5.372146185776944,0.0344965950229108,0.0,0.0,2.0,0.0288220551378446,0.4375,0.5625
34,arabia,3.0,0.0,3.0,0.0,-0.2562196459141242,0.0547263681592039,0.0398009950248756,0.1393034825870646,0.1641791044776119,0.0348258706467661,0.1044776119402985,0.0199004975124378,0.0597014925373134,0.0837350264191627,0.1541900336742401,0.2379250600934028,0,0.0,0.0,0.0,1.009860486658973,0.8513161898739485,0.9397863980990532,108.0,17.0,12.79139194139194,3.3703703703703702,0.0352941176470588,5.24392306234223,0.0290216679589314,1.0,1.5,6.333333333333333,0.0157493942540671,0.759656652360515,0.2403433476394849
35,arabia,1.0,0.0,2.0,0.0,0.220886076705622,0.0611439842209073,0.0611439842209073,0.1203155818540434,0.1715976331360946,0.029585798816568,0.1183431952662721,0.0059171597633136,0.0414201183431952,0.0713897347450256,0.2619591951370239,0.3333489298820495,0,0.0,-1.0,-0.3333489298820495,0.9054028422795408,0.8574885769019748,0.8449089179519732,187.0,22.0,11.450602409638554,4.427807486631016,0.0280612244897959,4.481499386078778,0.0540998214974051,1.0,8.5,28.33333333333333,0.0119027082973952,0.5361721611721612,0.4638278388278388
36,arabia,4.0,1.0,4.0,4.0,0.6063190037176039,0.0297131147540983,0.0676229508196721,0.1526639344262295,0.1618852459016393,0.0389344262295082,0.1116803278688524,0.0194672131147541,0.0184426229508196,0.2736707627773285,0.023352351039648,0.2970231138169765,0,0.0,0.0,0.0,1.018274715442305,1.0163799093182095,0.992162131707255,344.0,40.0,14.004813477737668,4.8313953488372094,0.0351036740632957,4.373130054892991,0.0675885680277007,2.0,22.0,60.66666666666666,0.0070428503627364,0.779308617234469,0.220691382765531
37,arabia,2.0,-1.0,2.0,-2.0,-0.3929325605505542,0.0456431535269709,0.0622406639004149,0.1369294605809128,0.1327800829875518,0.0871369294605809,0.1286307053941908,0.0041493775933609,0.0497925311203319,0.17934150993824,0.0543404594063758,0.2336819693446159,0,0.0,0.0,0.0,0.9116839392976298,0.965221236813606,0.9558620199229518,114.0,17.0,16.600467289719624,3.754385964912281,0.0111940298507462,5.332808318593803,0.0124764662853305,0.0,5.0,3.0,0.0166123272783729,0.7527173913043478,0.2472826086956521
38,arabia,3.0,-1.0,4.0,-4.0,0.539060270307519,0.0402542372881355,0.048728813559322,0.1292372881355932,0.1080508474576271,0.048728813559322,0.0847457627118644,0.0021186440677966,0.0233050847457627,0.0059697874821722,0.8317447900772095,0.8377145775593817,-1,-0.8377145775593817,-1.0,-0.8377145775593817,1.0131609693128047,1.0618293186552592,1.0284587403096572,174.0,20.0,9.585008375209378,4.574712643678161,0.0370018975332068,4.171696117343694,0.0742623263212493,1.0,7.5,28.33333333333333,0.0132217128430004,0.7923640167364017,0.2076359832635983
39,arabia,2.0,0.0,1.0,0.0,-1.2071376898515744,0.0514018691588785,0.014018691588785,0.1448598130841121,0.1542056074766355,0.0514018691588785,0.1495327102803738,0.0,0.0046728971962616,0.0423387698829174,0.5791628956794739,0.6215016655623913,-1,-0.6215016655623913,-1.0,-0.6215016655623913,1.0877570647728876,1.0890768053165074,1.068882819915409,106.0,17.0,14.349206349206352,3.5660377358490565,0.0365853658536585,5.339929580031551,0.0449499447228193,0.0,5.0,8.0,0.0169811320754716,0.308,0.692
40,arabia,5.0,0.0,5.0,0.0,-0.2498059102515254,0.0445026178010471,0.0589005235602094,0.1636125654450261,0.1374345549738219,0.0536649214659685,0.094240837696335,0.0091623036649214,0.0091623036649214,0.1001879796385765,0.1140978336334228,0.2142858132719993,0,0.0,0.0,0.0,1.0483068291554782,1.006643499875907,1.0098290178002962,294.0,38.0,12.586989409984874,4.496598639455782,0.0290135396518375,4.336246996875077,0.063507876232743,0.0,11.0,49.0,0.0076733765178426,0.7860635696821516,0.2139364303178484
41,arabia,3.0,-1.0,4.0,-4.0,-0.2639243701117363,0.0284697508896797,0.0676156583629893,0.1565836298932384,0.1245551601423487,0.0498220640569395,0.1209964412811387,0.0,0.0142348754448398,0.0254857242107391,0.4383682608604431,0.4638539850711822,0,0.0,-1.0,-0.4638539850711822,0.91657433995203,0.8973765543698294,0.9098666775882784,129.0,18.0,11.29516129032258,3.829457364341085,0.0418918918918918,4.796874804638678,0.0533739044948441,1.0,3.5,10.333333333333334,0.0149588178294573,0.5838709677419355,0.4161290322580645
42,arabia,2.0,0.0,2.0,0.0,0.1333629728431656,0.0514469453376205,0.045016077170418,0.1254019292604501,0.1607717041800643,0.0578778135048231,0.112540192926045,0.0032154340836012,0.022508038585209,0.0179216302931308,0.474942684173584,0.4928643144667148,0,0.0,-1.0,-0.4928643144667148,0.8347833852283095,0.8881750129486129,0.882739497002667,157.0,25.0,19.117647058823525,3.452229299363057,0.0278688524590163,5.895987645425604,0.0487950103978522,0.0,4.0,6.0,0.0110648374979585,0.7029085872576177,0.2970914127423822
43,arabia,4.0,1.0,4.0,4.0,1.3593709141007595,0.0532687651331719,0.0629539951573849,0.1380145278450363,0.1743341404358353,0.0460048426150121,0.0774818401937046,0.0,0.0411622276029055,0.1978044658899307,0.045957438647747,0.2437619045376777,0,0.0,0.0,0.0,0.9585322236907532,0.9491505312146218,0.984732195905632,182.0,26.0,14.088397790055248,3.978021978021978,0.0200777202072538,4.903547970857465,0.0405999453164582,0.0,8.0,22.0,0.0109890109890109,0.8025727069351231,0.1974272930648769
44,arabia,3.0,-1.0,3.0,-3.0,0.6939268675923719,0.0493150684931506,0.0410958904109589,0.1150684931506849,0.1205479452054794,0.0794520547945205,0.1232876712328767,0.0,0.0383561643835616,0.0324287787079811,0.3534536957740783,0.3858824744820595,0,0.0,-1.0,-0.3858824744820595,0.7833662173884719,0.8386897141635327,0.787143435487393,158.0,25.0,14.88771043771044,4.151898734177215,0.0396959459459459,4.761753578136822,0.0427291748448695,1.0,6.5,15.333333333333334,0.0132226074336854,0.6928571428571428,0.3071428571428571
45,arabia,2.0,0.0,1.0,0.0,-0.7137166313041209,0.0407608695652173,0.0407608695652173,0.1304347826086956,0.154891304347826,0.0271739130434782,0.0978260869565217,0.0326086956521739,0.0244565217391304,0.0764916837215423,0.2064107358455658,0.2829024195671081,0,0.0,0.0,0.0,1.1088305865029855,1.0865928502641289,1.0353889673718466,145.0,21.0,17.67231638418079,4.068965517241379,0.0357142857142857,5.313798082126563,0.053415850725393,1.0,7.5,15.333333333333334,0.0141283524904214,0.55859375,0.44140625
46,arabia,3.0,-1.0,3.0,-3.0,-0.2498843395728057,0.0377358490566037,0.0613207547169811,0.1650943396226415,0.1179245283018868,0.0518867924528301,0.0990566037735849,0.0047169811320754,0.0330188679245283,0.0262514650821685,0.4991232752799988,0.5253747403621674,-1,-0.5253747403621674,-1.0,-0.5253747403621674,0.9139269192022896,0.7398508593150209,0.7385650831895704,111.0,19.0,16.728260869565222,3.2972972972972974,0.0263157894736842,6.40040469323078,0.0257244757244757,1.0,1.5,6.333333333333333,0.0149877149877149,0.4878542510121457,0.5121457489878543
47,arabia,3.0,0.0,3.0,0.0,-0.5164573512519748,0.0508474576271186,0.0338983050847457,0.135593220338983,0.135593220338983,0.0423728813559322,0.0677966101694915,0.0084745762711864,0.0169491525423728,0.0125786485150456,0.7737794518470764,0.7863581003621221,-1,-0.7863581003621221,-1.0,-0.7863581003621221,1.1454626088484012,1.118673610610332,1.065399232453803,76.0,13.0,19.04867256637168,2.921052631578948,0.04,6.704337059462847,0.0495476136923505,0.0,3.0,6.0,0.0194736842105263,0.8125,0.1875
48,arabia,,,,,0.2324114080629631,0.081578947368421,0.0526315789473684,0.15,0.1552631578947368,0.0236842105263157,0.1157894736842105,0.0,0.0210526315789473,0.2834685146808624,0.0405311994254589,0.3239997141063213,0,0.0,1.0,0.3239997141063213,0.9091008627930808,0.9051076900741528,0.8540375142352132,165.0,25.0,13.444444444444445,3.8181818181818175,0.0216165413533834,4.986705811502516,0.0469991038328954,0.0,2.0,15.0,0.011640798226164,0.8054123711340206,0.1945876288659793
49,arabia,2.0,0.0,2.0,0.0,-0.114878042715392,0.0833333333333333,0.0729166666666666,0.1493055555555555,0.1423611111111111,0.0277777777777777,0.0902777777777777,0.0138888888888888,0.0243055555555555,0.0159579869359731,0.5747851133346558,0.5907431002706289,-1,-0.5907431002706289,-1.0,-0.5907431002706289,0.8473417206940386,0.7874428687522051,0.9245401606879894,133.0,18.0,13.56666666666667,3.609022556390977,0.0245098039215686,5.179118345105072,0.0556407222612208,0.0,3.0,12.0,0.0136705399863294,0.8042763157894737,0.1957236842105263
