Sujetos,Condición,Detalles internos norm,Detalles externos norm
1,cfk,0.6511194029850746,0.34888059701492535
2,cfk,0.42748091603053434,0.5725190839694656
3,cfk,0.6223723723723724,0.37762762762762764
4,cfk,0.6166419019316494,0.3833580980683507
5,cfk,0.4525316455696203,0.5474683544303798
6,cfk,0.6413043478260869,0.358695652173913
7,cfk,0.5608108108108109,0.4391891891891892
8,cfk,0.43010752688172044,0.5698924731182796
9,cfk,0.6428571428571429,0.35714285714285715
10,cfk,0.5147058823529411,0.4852941176470588
11,cfk,0.5539568345323741,0.4460431654676259
12,cfk,0.7273809523809524,0.2726190476190476
13,cfk,0.585,0.415
14,cfk,0.76010101010101,0.2398989898989899
15,cfk,0.8203592814371258,0.17964071856287425
16,cfk,0.796875,0.203125
17,cfk,0.6305970149253731,0.3694029850746269
18,cfk,0.6302895322939867,0.36971046770601335
19,cfk,0.22916666666666666,0.7708333333333334
20,cfk,0.5797101449275363,0.42028985507246375
21,cfk,0.60546875,0.39453125
22,cfk,0.8307291666666666,0.16927083333333334
23,cfk,0.7347972972972973,0.2652027027027027
24,cfk,0.7336683417085427,0.2663316582914573
25,cfk,0.5289256198347108,0.47107438016528924
26,cfk,0.819078947368421,0.18092105263157895
27,cfk,0.4388888888888889,0.5611111111111111
28,cfk,1.0,0.0
29,cfk,0.9498031496062992,0.05019685039370079
30,cfk,0.5596846846846847,0.4403153153153153
31,cfk,0.8510479041916168,0.14895209580838323
32,cfk,0.7912234042553191,0.20877659574468085
33,cfk,0.9271523178807947,0.0728476821192053
34,cfk,0.6857798165137615,0.31422018348623854
35,cfk,0.6752717391304348,0.32472826086956524
36,cfk,0.7029914529914529,0.297008547008547
37,cfk,0.49833333333333335,0.5016666666666667
38,cfk,0.5081967213114754,0.4918032786885246
39,cfk,0.36133333333333334,0.6386666666666667
40,cfk,0.49211119459053343,0.5078888054094666
41,cfk,0.5928770949720671,0.40712290502793297
43,cfk,0.6072874493927125,0.39271255060728744
45,cfk,0.5,0.5
46,cfk,0.7547169811320755,0.24528301886792453
47,cfk,0.6985815602836879,0.30141843971631205
48,cfk,0.787117903930131,0.212882096069869
49,cfk,0.6263736263736264,0.37362637362637363
50,cfk,0.6919753086419753,0.3080246913580247
51,cfk,0.37244897959183676,0.6275510204081632
52,cfk,0.6800699300699301,0.31993006993006995
54,cfk,0.5227272727272727,0.4772727272727273
55,cfk,0.4629265091863517,0.5370734908136483
56,cfk,0.6394230769230769,0.3605769230769231
57,cfk,0.24553571428571427,0.7544642857142857
58,cfk,0.37572254335260113,0.6242774566473989
59,cfk,0.8430493273542601,0.15695067264573992
60,cfk,0.597799511002445,0.402200488997555
61,cfk,0.906,0.094
63,cfk,0.47704918032786886,0.5229508196721312
64,cfk,0.4357394366197183,0.5642605633802817
65,cfk,0.8305084745762712,0.1694915254237288
