Sujetos,Condición,Intensidad pysent,Positivo pysennt,Negativo pysent,Nro palabras únicas,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm,primera_persona_norm,tercera_persona_norm,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_norm,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density,Detalles internos norm,Detalles externos norm
1,presencial,0.49530290625989437,0.023927053436636925,0.47137585282325745,1.5820179732325106,0.16,0.1309090909090909,0.0545454545454545,0.0945454545454545,0.0072727272727272,0.0436363636363636,0.0218181818181818,0.04,0.9262365427511238,0.8838227928060827,0.8738652447600915,0.9933774834437086,22,16.242248062015502,3.4266666666666667,0.014367816091954,5.641361631581905,0.0294271212660107,0,4.0,6.0,0.0114988814317673,0.7672697368421053,0.23273026315789475
2,presencial,0.09021318890154362,0.026938514783978462,0.06327467411756516,0.5839310814917203,0.1278409090909091,0.1590909090909091,0.0568181818181818,0.0681818181818181,0.0227272727272727,0.034090909090909,0.0227272727272727,0.0710227272727272,0.9291412922271708,0.8725092870906883,0.8223053644191654,1.0,24,15.469135802469136,3.789473684210526,0.0220883534136546,5.309443149146067,0.0503079247491555,1,2.5,16.333333333333332,0.0111455108359133,0.6521739130434783,0.34782608695652173
3,presencial,0.570236224681139,0.5202295184135437,0.05000670626759529,-0.4982591342324569,0.1436170212765957,0.1223404255319148,0.0691489361702127,0.1117021276595744,0.0106382978723404,0.0212765957446808,0.0212765957446808,0.0585106382978723,0.8713546683899993,0.8562861465345198,0.8080726384961764,0.9910714285714286,19,13.07865168539326,3.189189189189189,0.015432098765432,5.699282224001416,0.0167090299056243,0,3.0,2.0,0.0144963144963144,0.4052132701421801,0.5947867298578199
4,presencial,0.21429808251559734,0.1974261850118637,0.016871897503733635,-1.1174093959769016,0.1699507389162561,0.1009852216748768,0.0591133004926108,0.0935960591133004,0.0369458128078817,0.041871921182266,0.0123152709359605,0.105911330049261,1.0206058980503672,0.9375852052825616,0.8898203969864834,1.0,26,12.218918918918922,3.8341968911917097,0.0198863636363636,5.054869656735242,0.0501527627124899,2,5.0,15.666666666666666,0.0099848877374784,0.6041162227602905,0.39588377723970947
5,presencial,0.3478550184518099,0.008229898288846016,0.33962512016296387,-0.6398034400707342,0.1277372262773722,0.156934306569343,0.0510948905109489,0.0912408759124087,0.010948905109489,0.0328467153284671,0.0401459854014598,0.0510948905109489,0.929138643369798,0.863932017375459,0.8457549483453453,0.9849624060150376,18,12.244836601307188,3.862595419847328,0.0123839009287925,4.829660737107766,0.0148533587894396,0,2.0,5.0,0.014856136230182,0.5047169811320755,0.49528301886792453
6,presencial,0.7249225955456495,0.011770842596888542,0.713151752948761,0.2771196657058211,0.1722222222222222,0.124074074074074,0.0444444444444444,0.0796296296296296,0.0111111111111111,0.0203703703703703,0.0407407407407407,0.0425925925925925,0.9760411176617916,0.9861601098647164,0.9748121349464778,1.0,27,11.541489361702128,4.253393665158371,0.0229885057471264,4.585017059255828,0.0476785960107055,1,8.5,20.33333333333333,0.0096668037844508,0.699468085106383,0.300531914893617
7,presencial,0.3410194590687752,0.054533518850803375,0.2864859402179718,-0.8455842836284104,0.1455223880597015,0.0970149253731343,0.0597014925373134,0.0820895522388059,0.0373134328358208,0.0149253731343283,0.0186567164179104,0.085820895522388,0.910836124480318,0.8757141399638955,0.7915444117661912,0.9924242424242424,20,16.93939393939394,3.5114503816793894,0.0293367346938775,5.332003238491833,0.0532875834083757,1,3.5,8.333333333333334,0.0135055783910745,0.8120567375886525,0.1879432624113475
8,presencial,0.36560436338186264,0.25407150387763977,0.11153285950422287,0.5550485496522615,0.1944444444444444,0.1898148148148148,0.0231481481481481,0.074074074074074,0.0231481481481481,0.0046296296296296,0.0555555555555555,0.0324074074074074,0.7502468521150919,0.7296402406684408,0.7615890702725143,1.0,17,13.573232323232324,3.327731092436975,0.0076530612244897,5.290912076180861,0.0295300952041909,0,2.0,7.0,0.0141005554764278,0.9681818181818181,0.031818181818181815
9,presencial,0.38418825156986713,0.022597985342144966,0.36159026622772217,0.055398956844185714,0.1560150375939849,0.1466165413533834,0.0526315789473684,0.0526315789473684,0.0244360902255639,0.0469924812030075,0.056390977443609,0.0695488721804511,0.8265314605921595,0.7932945421742498,0.8160560647723785,0.9959183673469388,36,15.944384835479251,3.8114754098360657,0.017094017094017,5.4177248022040985,0.0388047566667092,2,7.0,28.666666666666668,0.0078425419955474,0.6787190082644629,0.3212809917355372
10,presencial,0.21113015711307526,0.024294346570968628,0.18683581054210663,-0.314146131410772,0.1543942992874109,0.1211401425178147,0.0546318289786223,0.0665083135391924,0.01187648456057,0.0261282660332541,0.0261282660332541,0.0712589073634204,0.9019892187501012,0.874298355611446,0.9100043050639752,1.0,26,12.048257372654156,3.786802030456853,0.0194986072423398,4.822882424972208,0.0484375795849876,1,8.5,22.33333333333333,0.0096602092613695,0.860236220472441,0.13976377952755906
11,presencial,0.3750603124499321,0.05954357236623764,0.31551674008369446,0.39491464842211865,0.1640866873065015,0.0990712074303405,0.0712074303405572,0.0990712074303405,0.0154798761609907,0.0185758513931888,0.0309597523219814,0.0433436532507739,1.0479705688400989,1.0282858237966672,1.0329473431362484,1.0,25,17.642384105960268,3.63855421686747,0.032064128256513,5.285921802804173,0.047618394187188,0,4.0,17.0,0.0110259218692953,0.6281512605042017,0.37184873949579833
12,presencial,0.11477194726467133,0.06028991565108299,0.05448203161358833,-0.5908223722127263,0.1463414634146341,0.1382113821138211,0.08130081300813,0.032520325203252,0.032520325203252,0.065040650406504,0.056910569105691,0.048780487804878,0.9567173497614893,0.827123495733287,0.7188697054837561,0.9864864864864864,14,13.14782608695652,3.1232876712328768,0.0069444444444444,5.914701211038246,0.0185257664709719,1,2.5,2.333333333333333,0.0216894977168949,0.46551724137931033,0.5344827586206896
13,presencial,0.18708036839962006,0.06571542471647263,0.12136494368314743,0.12145633895632994,0.1813725490196078,0.1176470588235294,0.0539215686274509,0.0588235294117647,0.0196078431372549,0.0735294117647058,0.0098039215686274,0.0735294117647058,0.87598450676779,0.7540045357537872,0.8017502312530514,0.9734513274336284,18,15.502747252747248,3.2545454545454544,0.0266272189349112,5.403007275598962,0.0299898333989243,0,0.0,3.0,0.014929107589658,0.8800448430493274,0.11995515695067265
14,presencial,0.1940554529428482,0.11534099280834198,0.07871446013450623,-0.30485035114970066,0.1802325581395348,0.1104651162790697,0.0523255813953488,0.0872093023255814,0.005813953488372,0.0174418604651162,0.0116279069767441,0.0755813953488372,0.8940834395392095,0.8091973485846852,0.6458543523686955,0.9896907216494846,16,16.574074074074076,3.3541666666666665,0.028169014084507,5.639163124503698,0.0662037418893654,0,2.0,12.0,0.0176535087719298,0.7976973684210527,0.20230263157894737
15,presencial,0.24135969206690788,0.1995072215795517,0.041852470487356186,-0.1036385946203097,0.1545893719806763,0.1304347826086956,0.0531400966183574,0.0772946859903381,0.0338164251207729,0.038647342995169,0.0,0.0434782608695652,1.0652102066544726,0.9574642153557418,1.0071628128368433,0.9423076923076924,16,12.819444444444445,3.5510204081632653,0.0157342657342657,4.889289513056041,0.0365216544159429,0,6.0,5.0,0.018304228908058,0.7045454545454546,0.29545454545454547
16,presencial,0.7614151798188686,0.00997227057814598,0.7514429092407227,0.07042952122737638,0.1394230769230769,0.1394230769230769,0.0576923076923076,0.110576923076923,0.0144230769230769,0.0048076923076923,0.0384615384615384,0.0384615384615384,0.9195310392541785,0.9182677351423992,0.8654048238710073,0.9833333333333332,19,15.996287128712876,3.389830508474576,0.0281385281385281,5.401554048820692,0.0194423840963389,0,2.0,5.0,0.0144864551644212,0.6024590163934426,0.3975409836065574
