Sujetos,Condición,Percepción cuánto recuerdo,Valencia percibida recuerdo,Valencia percibida -5 a +5,Intensidad percibida recuerdo,Nro palabras únicas,Intensidad pysent,Positivo pysennt,Negativo pysent,Neutro pysennt,Nro sust,Nro verb,Nro adj,Nro numeral,Nro propn,Nro advs,Coherencia norm,Evolucion coherencia norm,Detalles internos,Detalles externos,Total word count ruben
11,arabia,2.0,0.0,3.0,3.0,-0.5528805077909661,0.1955299973487854,0.04971770942211151,0.1458122879266739,0.8044700026512146,31,31,12,2,8,33,0.762333847618767,"[0.762333847618767, 0.7774105597156441, 0.8330224359264222, 0.7252682463698467, 0.8090904654138124, 0.7632993568118015, 0.7259037987432182, 0.7246175919819818, 0.6779364165131317, 0.6546425227023626, 0.6267163375878421, 0.6548389623453363, 0.40879088556287807]",161.75,103.25,265
12,arabia,3.0,0.0,3.0,3.0,-0.8216123613583225,0.3486235477030277,0.049766991287469864,0.29885655641555786,0.651376485824585,8,16,7,1,9,10,0.9289374585332933,"[0.9289374585332933, 0.9674172480830701, 0.807952561415615, 0.910519800501017, 0.8614827631402917, 0.7695287263470764, 0.43194771810066684]",89.75,53.25,143
13,arabia,3.0,0.0,2.0,2.0,0.4630522922710076,0.2903103902935982,0.06317100673913956,0.22713938355445862,0.7096896171569824,43,37,14,4,11,26,0.9779793501192563,"[0.9779793501192563, 0.9306020859902155, 0.9048883824256903, 0.8761523011355316, 0.9318947695490754, 0.8747555267304401, 0.7699491806637825, 0.7366732897268894, 0.7395027728146633, 0.6248902986853913, 0.706558330564893, 0.6109784226644432, 0.6611673341899846]",259.25,56.75,316
14,arabia,3.0,-1.0,3.0,3.0,-0.128975148563335,0.2965540923178196,0.0480136014521122,0.2485404908657074,0.7034459114074707,16,30,7,2,5,19,0.8736591227325825,"[0.8736591227325825, 0.8640175484203972, 0.8947410029699354, 0.799276713652374, 0.8983287925584682, 0.9518382019116491, 0.8220648301720989]",102.25,100.75,203
15,arabia,3.0,0.0,2.0,2.0,-0.20079977707684998,0.3132901545614004,0.02155364118516445,0.29173651337623596,0.6867098808288574,41,35,8,9,1,22,1.0663795946742243,"[1.0663795946742243, 0.9679756989417492, 0.9973295330228048]",225.5,18.5,244
16,arabia,2.0,-1.0,5.0,5.0,0.7042952122737638,0.4351239502429962,0.3331470787525177,0.10197687149047852,0.5648760199546814,33,29,15,7,5,14,0.9943968911853751,"[0.9943968911853751, 1.011554653940326, 1.038746518808236, 0.9499603133286694, 0.9316249414062459, 1.0033110911942238, 0.9383135616889683]",193.75,92.25,286
17,arabia,2.0,0.0,2.0,2.0,-0.8594809821104473,0.28548410534858704,0.22410720586776733,0.0613768994808197,0.7145158648490906,45,37,10,1,5,37,0.799882246835817,"[0.799882246835817, 0.7913857643557546, 0.8111047580757094, 0.8377509837874632, 0.8652225929992624, 0.7974795376402922, 0.7871943672407269, 0.7914149300656019, 0.7716856719966371, 0.8289099401338114, 0.7840108397569852, 0.755134656685207, 0.786404665102477, 0.7764463074630001, 0.791412903937571, 0.7992828253487678, 0.7018846159384566, 0.7542137876980199, 0.838882298212159, 0.797662865113693, 0.7166912856533509, 0.5664144412734841, 0.7850879026109765, 0.7324283807534291]",168.5,128.5,297
18,arabia,1.0,1.0,2.0,2.0,-0.7695781671971994,0.2080982606858015,0.02472241036593914,0.18337585031986237,0.7919018268585205,57,40,15,8,3,32,1.0229642915323396,"[1.0229642915323396, 1.0084254438810376, 1.0211123513001332, 0.9786910878381834, 1.0055715332184554, 0.9952866242331476, 0.9204754668490663, 0.9494283290084148, 0.934498075223958, 0.9568461618067526, 0.9523070188614304, 0.7046603327377452]",183.25,230.75,414
19,arabia,1.0,0.0,1.0,1.0,-0.9727480127010555,0.8071066788397729,0.00765681779012084,0.7994498610496521,0.19289329648017883,4,11,2,0,0,8,0.9998549676338894,"[0.9998549676338894, 0.9526597076882617, 1.0314780997961386, 1.128920374089758]",34.5,44.5,79
20,arabia,3.0,-1.0,3.0,3.0,-0.5626047591264085,0.9455521651543677,0.004992301110178232,0.9405598640441895,0.05444781109690666,35,26,11,0,3,23,0.7657991345508762,"[0.7657991345508762, 0.7568144581188965, 0.820001047008486, 0.7925524008651428, 0.6498713931020882, 0.8013471482670039, 0.7545188312648715, 0.783069033295633, 0.7628539071688729, 0.6921115258881871, 0.7323967397699983, 0.6569663659722829, 0.5639686673947798, 0.639012711020604, 0.5694922723040121]",208.25,32.75,241
