Sujetos,Condición,Percepción cuánto recuerdo,Valencia percibida recuerdo,Valencia percibida -5 a +5,Intensidad percibida recuerdo,Intensidad pysent,Positivo pysennt,Negativo pysent,Nro palabras únicas,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm,primera_persona_norm,tercera_persona_norm,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_norm,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density,Detalles internos norm,Detalles externos norm
25,presencial,3.0,0.0,2.0,2.0,0.1519475057721138,0.045697808265686035,0.10624969750642776,1.0890304932807235,0.146031746031746,0.1396825396825396,0.0380952380952381,0.1111111111111111,0.0031746031746031,0.0253968253968253,0.0222222222222222,0.0634920634920634,0.8131955108708517,0.7963223541551335,0.8130984568910957,0.9932885906040269,19,13.816901408450706,3.824324324324324,0.0203836930455635,4.984470610665181,0.0405431944238392,0,1.0,13.0,0.0130079058650487,0.563301282051282,0.43669871794871795
26,presencial,3.0,0.0,2.0,2.0,0.5696407072246075,0.5537431836128235,0.01589752361178398,-0.9114467342237873,0.1421319796954314,0.1116751269035533,0.0913705583756345,0.1015228426395939,0.0253807106598984,0.0710659898477157,0.015228426395939,0.0862944162436548,0.827913828327849,0.8003405516297057,0.7624897395595931,0.9913793103448276,19,15.597297297297295,3.2,0.0152439024390243,5.927922018127935,0.0316841853798375,0,5.0,4.0,0.0140350877192982,0.5679611650485437,0.4320388349514563
27,presencial,2.0,1.0,3.0,3.0,0.21085239201784134,0.12718425691127777,0.08366813510656357,-1.0127099265578654,0.1578947368421052,0.1184210526315789,0.0394736842105263,0.1491228070175438,0.0175438596491228,0.0219298245614035,0.0087719298245614,0.0614035087719298,0.7716106285777606,0.7456946699049277,0.778988471290931,0.9833333333333332,19,16.174757281553397,3.457627118644068,0.0212264150943396,5.838304320573371,0.0382723779406072,0,5.0,8.0,0.0147761842677096,0.5555555555555556,0.4444444444444444
28,presencial,3.0,0.0,3.0,3.0,0.6938390070572495,0.005416863597929478,0.6884221434593201,0.6987780551591044,0.1334459459459459,0.1097972972972973,0.0489864864864864,0.1385135135135135,0.0371621621621621,0.0,0.0253378378378378,0.0675675675675675,1.0933338851191112,1.0670380760807416,1.0099949367974783,0.9951690821256038,24,11.634556623931626,4.650485436893204,0.0340447154471544,4.616795598916397,0.0676657478784322,1,5.5,35.333333333333336,0.0113426474070565,0.6036209553158706,0.39637904468412943
29,presencial,1.0,0.0,1.0,1.0,0.1552552655339241,0.04127448797225952,0.11398077756166458,-0.1537182979318651,0.1833333333333333,0.125,0.05,0.0916666666666666,0.0583333333333333,0.0333333333333333,0.0208333333333333,0.0791666666666666,0.8227917952068017,0.8008700585572505,0.7978896010542877,1.0,20,16.602222222222228,3.191489361702128,0.0066079295154185,6.120019963225646,0.022961879410181,0,5.0,7.0,0.0113981762917933,0.855,0.145
30,presencial,4.0,1.0,3.0,3.0,0.13090196624398232,0.0710674524307251,0.05983451381325722,-1.5335189586660396,0.1214953271028037,0.1214953271028037,0.0373831775700934,0.1495327102803738,0.0186915887850467,0.0467289719626168,0.0093457943925233,0.0747663551401869,0.82104396179317,0.9267138349434928,0.8277613530704218,0.9701492537313432,10,13.3495145631068,3.107692307692308,0.0158730158730158,5.668024178491147,0.0069230769230769,0,1.0,0.0,0.0242788461538461,0.6237864077669902,0.3762135922330097
1,cfk,2.0,0.0,0.0,1.0,0.5639396049082279,0.013691220432519913,0.550248384475708,-0.7382750541751716,0.1472868217054263,0.1317829457364341,0.0232558139534883,0.1240310077519379,0.0,0.0,0.0387596899224806,0.0930232558139534,0.966975405805794,0.967629047294918,1.081211880442179,1.0,13,12.099999999999998,3.2432432432432434,0.0053763440860215,5.1181630260397,0.0112959112959112,0,2.0,2.0,0.0222139948167345,0.5971074380165289,0.40289256198347106
2,cfk,2.0,-1.0,-2.0,2.0,0.2279240731149912,0.02542903460562229,0.2024950385093689,-0.7431850128076443,0.144927536231884,0.1400966183574879,0.0096618357487922,0.0966183574879227,0.0,0.0338164251207729,0.0289855072463768,0.0821256038647343,0.9407177898232238,0.8706794154682367,0.9642148762667796,0.9897959183673468,13,12.166666666666666,3.690721649484536,0.0277777777777777,4.701514644016253,0.0525226333622969,1,2.5,9.333333333333334,0.0192225085910652,0.5907172995780591,0.4092827004219409
3,cfk,3.0,-1.0,-3.0,3.0,0.734152439981699,0.016603652387857437,0.7175487875938416,0.6975627879254396,0.1812080536912751,0.1375838926174496,0.0302013422818791,0.087248322147651,0.0167785234899328,0.0067114093959731,0.0436241610738255,0.0771812080536912,0.9382118398397968,0.9473315429586866,0.9234177193835202,1.0,21,17.643678160919542,3.527027027027027,0.0176282051282051,5.565610708057383,0.0494938444666705,0,2.0,13.0,0.0119966905681191,0.7768987341772152,0.2231012658227848
4,cfk,3.0,-1.0,-4.0,4.0,0.1921341810375452,0.028789246454834938,0.16334493458271027,-0.20212524910162374,0.1720930232558139,0.117829457364341,0.0387596899224806,0.0976744186046511,0.0077519379844961,0.0201550387596899,0.0465116279069767,0.089922480620155,0.902557025730471,0.8427784463784259,0.809113575899478,1.0,37,15.879496402877692,4.149253731343284,0.020684168655529,4.68040482254515,0.0379831931266795,0,6.0,27.0,0.0077701380736765,0.5804115853658537,0.41958841463414637
5,cfk,1.0,-1.0,-2.0,2.0,0.29210544377565384,0.08358398824930191,0.20852145552635193,-0.6209856918333596,0.1291666666666666,0.1208333333333333,0.0291666666666666,0.1375,0.0083333333333333,0.0166666666666666,0.0416666666666666,0.0375,0.9166154230830426,0.8358186761004268,0.8728326960836601,0.9833333333333332,15,14.458525345622114,3.6440677966101696,0.0169491525423728,5.116484562356132,0.0352395835126704,1,2.5,10.333333333333334,0.0155729393017528,0.6387931034482759,0.3612068965517241
6,cfk,3.0,-1.0,-2.0,2.0,0.7642855141311884,0.008466670289635658,0.7558188438415527,0.11018010805171194,0.1416122004357298,0.1372549019607843,0.0435729847494553,0.0849673202614379,0.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.8699713663473113,0.880356104143003,0.8773262389071197,1.0,24,13.262867647058826,4.25,0.0343468468468468,4.662184414219077,0.06453031725213,3,10.5,33.0,0.0111256544502617,0.7016632016632016,0.2983367983367983
7,cfk,2.0,0.0,0.0,3.0,0.7935361401177943,0.006471647415310144,0.7870644927024841,-0.8933574069972472,0.1134751773049645,0.1170212765957446,0.0638297872340425,0.0744680851063829,0.0035460992907801,0.0106382978723404,0.0319148936170212,0.0851063829787234,0.9391977895446696,0.9490330867975136,0.9397719298812204,1.0,19,13.885057471264371,3.7285714285714286,0.0334987593052109,4.833166767078738,0.0721723812764185,1,2.5,23.33333333333333,0.0134121274409044,0.6792452830188679,0.32075471698113206
8,cfk,1.0,0.0,0.0,5.0,0.37115195021033287,0.015618529170751572,0.3555334210395813,-1.2951132825219438,0.2276422764227642,0.1382113821138211,0.024390243902439,0.073170731707317,0.0,0.0,0.056910569105691,0.048780487804878,0.8219861420360823,0.7967984090337551,0.6587367632105925,0.9577464788732394,13,15.362831858407084,3.235294117647059,0.0147058823529411,5.585356662807706,0.0317945126768656,0,0.0,5.0,0.0241439859525899,0.7205882352941176,0.27941176470588236
9,cfk,2.0,-1.0,-2.0,2.0,0.4834155421704054,0.01276799850165844,0.47064754366874695,-0.8395072691003547,0.1380952380952381,0.1523809523809524,0.0333333333333333,0.0833333333333333,0.0,0.0333333333333333,0.0428571428571428,0.0952380952380952,0.8244251812910152,0.8710113789013894,0.7851316523443507,1.0,27,13.205431754874652,3.881081081081081,0.027027027027027,4.818631393912227,0.0461961502651843,0,7.0,20.0,0.0105464159811985,0.7365470852017937,0.26345291479820626
10,cfk,2.0,0.0,0.0,3.0,0.8067946135997772,0.007492035627365112,0.7993025779724121,-0.616937583372962,0.1232323232323232,0.1414141414141414,0.0383838383838383,0.0565656565656565,0.0121212121212121,0.0141414141414141,0.0262626262626262,0.0909090909090909,0.917631467622908,0.9437880802864608,0.8875683906303651,1.0,22,11.19625,4.519774011299435,0.0326192794547224,4.115206494111113,0.0810308342363135,0,8.0,33.0,0.0128402670775552,0.8164556962025317,0.18354430379746836
11,cfk,1.0,-1.0,-2.0,2.0,0.8058186867274344,0.007256160024553537,0.7985625267028809,-1.3822012694774153,0.173076923076923,0.0641025641025641,0.0512820512820512,0.1025641025641025,0.0,0.0256410256410256,0.0128205128205128,0.0769230769230769,0.9867131048316328,0.9952470752104844,1.1028403380305123,0.9659090909090908,13,12.447849462365587,3.5764705882352943,0.0261904761904761,4.791756498298313,0.0670488343796659,0,5.0,11.0,0.0212885154061624,0.4198717948717949,0.5801282051282052
12,cfk,1.0,-1.0,-3.0,3.0,0.863320283126086,0.007403961848467588,0.8559163212776184,0.10154759522406248,0.0909090909090909,0.1233766233766233,0.0519480519480519,0.0519480519480519,0.0,0.0584415584415584,0.0844155844155844,0.0584415584415584,0.914006932275355,0.8275956268329967,0.8258540048666627,0.9767441860465116,14,13.200704225352112,3.333333333333333,0.0218978102189781,5.198761713520786,0.0177249117725308,0,1.0,2.0,0.0200803212851405,0.7980769230769231,0.20192307692307693
13,cfk,1.0,0.0,0.0,1.0,0.3397267758846283,0.03256288170814514,0.30716389417648315,-1.1690172624546746,0.136,0.12,0.032,0.08,0.0,0.056,0.024,0.064,0.7351907859464369,0.7006898897623474,0.5263774562936091,0.9178082191780822,10,13.391304347826088,3.253731343283582,0.0434782608695652,5.360178684967848,0.0497609989269339,0,0.0,6.0,0.0246494798733604,0.4963768115942029,0.5036231884057971
14,cfk,1.0,0.0,0.0,3.0,0.1646612212061882,0.02959270030260086,0.13506852090358734,-0.9497260939663748,0.1068702290076335,0.1297709923664122,0.015267175572519,0.1297709923664122,0.0,0.0305343511450381,0.0305343511450381,0.0687022900763358,0.8753575735863584,0.7701402607980358,0.4766447902215376,0.9759036144578314,15,16.740000000000002,3.037037037037037,0.01,5.9856666666667335,0.0207234009703145,0,1.0,5.0,0.0189814814814814,0.6678321678321678,0.3321678321678322
15,cfk,2.0,-1.0,-3.0,3.0,0.646210253238678,0.01728057861328125,0.6289296746253967,-0.6542186285407046,0.1654676258992805,0.1510791366906475,0.0071942446043165,0.0863309352517985,0.0,0.0215827338129496,0.0359712230215827,0.0647482014388489,0.8902549859028874,0.9823771494492468,1.0563783585610602,1.0,12,14.50746268656716,3.308641975308642,0.0132450331125827,5.124709784411186,0.0542774723057947,1,0.5,8.333333333333334,0.020679012345679,0.6540880503144654,0.34591194968553457
16,cfk,5.0,-1.0,-4.0,4.0,0.22736038267612457,0.06615228950977325,0.16120809316635132,0.21128856368212914,0.150197628458498,0.1185770750988142,0.0316205533596837,0.0592885375494071,0.0079051383399209,0.0197628458498023,0.0395256916996047,0.0553359683794466,0.8848243232120412,0.9237893498926868,0.9220885485325286,1.0,16,15.975,3.541984732824428,0.0165289256198347,5.362396506165811,0.0200457484300511,0,1.0,4.0,0.0136230182031708,0.8298076923076924,0.1701923076923077
17,cfk,4.0,0.0,0.0,3.0,0.3673430513590574,0.018673134967684746,0.3486699163913727,-0.23120541039228415,0.1314655172413793,0.1551724137931034,0.0452586206896551,0.1293103448275862,0.021551724137931,0.0193965517241379,0.0797413793103448,0.0323275862068965,0.9622778490148948,0.9994170561413848,0.9757084851650148,1.0,23,12.005141388174804,4.471264367816092,0.0449927431059506,4.643154538493878,0.0637447733184984,2,6.0,29.666666666666668,0.0129227293867517,0.6242632612966601,0.3757367387033399
18,cfk,5.0,-1.0,-3.0,3.0,0.106384152546525,0.026681499555706978,0.07970265299081802,0.10586789601654602,0.1702898550724637,0.1159420289855072,0.0543478260869565,0.0597826086956521,0.0090579710144927,0.0163043478260869,0.0217391304347826,0.0543478260869565,1.026724626316828,0.973061556411784,1.0270128072792672,0.9953051643192488,28,13.662470430936953,4.358490566037736,0.0263157894736842,4.557940105686542,0.082129521617627,0,4.0,32.0,0.0103281766967718,0.4735663082437276,0.5264336917562724
19,cfk,1.0,-1.0,-2.0,2.0,0.18099333345890045,0.05497853457927704,0.1260147988796234,-0.19736916199731563,0.1438848920863309,0.1294964028776978,0.0071942446043165,0.1151079136690647,0.0,0.0215827338129496,0.0359712230215827,0.0647482014388489,0.8201662025073053,1.0138446495889393,0.7866611933051443,0.963855421686747,15,14.713178294573645,3.15,0.0048076923076923,5.477566807313622,0.0280505775497497,1,3.5,4.333333333333333,0.0199367088607594,0.5,0.5
20,cfk,,,,,0.18432333692908287,0.02116764709353447,0.1631556898355484,-1.025019629641265,0.0975609756097561,0.1707317073170731,0.048780487804878,0.1260162601626016,0.0040650406504065,0.008130081300813,0.0447154471544715,0.040650406504065,0.778147694011373,0.7528316530583642,0.6711306993858335,1.0,17,12.69097222222222,3.789473684210526,0.0426136363636363,4.6506453521134565,0.0944300143778191,1,3.5,24.33333333333333,0.0167675826734979,0.5598591549295775,0.44014084507042256
21,cfk,2.0,0.0,0.0,3.0,0.392029682174325,0.023859182372689247,0.36817049980163574,-0.871174368038925,0.1630434782608695,0.1956521739130435,0.0271739130434782,0.0978260869565217,0.0,0.0108695652173913,0.0326086956521739,0.0543478260869565,1.0003767218159558,0.9698419154866648,0.9636906842966252,1.0,18,17.965909090909093,3.229357798165138,0.0261437908496732,6.038445907855309,0.0261999633154517,1,3.5,3.333333333333333,0.0149507305470608,0.5604265402843602,0.4395734597156398
22,cfk,2.0,0.0,0.0,1.0,0.33782789669930935,0.021621888503432274,0.3162060081958771,-1.190667069028099,0.1531531531531531,0.1141141141141141,0.039039039039039,0.1471471471471471,0.03003003003003,0.021021021021021,0.012012012012012,0.093093093093093,0.8808285664944918,0.891980216310304,0.94099481424262,0.9751552795031057,23,15.467796610169492,3.707006369426752,0.0141388174807197,5.287785514652271,0.0363453369045614,2,7.0,13.666666666666666,0.0118814306712395,0.7965976331360947,0.20340236686390534
23,cfk,1.0,0.0,0.0,1.0,0.6680138763040304,0.013213759288191795,0.6548001170158386,0.07625833391553835,0.1282051282051282,0.1282051282051282,0.0695970695970696,0.0915750915750915,0.0,0.0036630036630036,0.0256410256410256,0.0549450549450549,1.00291249208418,0.975587934869256,0.990176947636842,1.0,19,14.74205020920502,3.648854961832061,0.0138461538461538,4.833179691101605,0.0263143205769506,0,6.0,8.0,0.0140340575455079,0.7178571428571429,0.28214285714285714
24,cfk,5.0,-1.0,-5.0,5.0,0.19332552328705788,0.14742137491703033,0.04590414837002754,0.25011154904994726,0.1459459459459459,0.127027027027027,0.027027027027027,0.0756756756756756,0.0216216216216216,0.0216216216216216,0.054054054054054,0.0864864864864864,1.050962649620247,1.0249819982123989,1.02540404437837,0.9826589595375722,21,13.573170731707316,3.823529411764706,0.0264054514480408,4.983092365066705,0.0653095784145415,0,5.0,21.0,0.0113122171945701,0.7914438502673797,0.20855614973262032
25,cfk,4.0,0.0,0.0,2.0,0.3125397190451622,0.06488210707902908,0.24765761196613312,-0.5060141685950839,0.1388888888888889,0.1296296296296296,0.0185185185185185,0.0879629629629629,0.0092592592592592,0.0092592592592592,0.0277777777777777,0.0277777777777777,0.9338917343714008,1.0043292227824558,0.9920276831710044,1.0,17,11.74137931034483,3.530434782608696,0.0100401606425702,5.002601218188878,0.0389099099252551,0,2.0,6.0,0.015484363081617,0.7631578947368421,0.23684210526315788
26,cfk,3.0,0.0,0.0,3.0,0.21214021742343903,0.10166840255260468,0.11047181487083435,0.9114467342237873,0.1390205371248025,0.1406003159557662,0.0268562401263823,0.0947867298578199,0.0063191153238546,0.0268562401263823,0.0157977883096366,0.1121642969984202,0.953698271128015,0.972008430300234,1.0252789985280433,1.0,30,11.630434782608694,4.346456692913386,0.0217216411906677,4.601037910248355,0.0546030001241208,1,8.5,49.333333333333336,0.0085898353614889,0.694777397260274,0.305222602739726
27,cfk,1.0,0.0,0.0,1.0,0.48540791682899,0.01329093985259533,0.47211697697639465,-0.6751399510385769,0.1424731182795699,0.1290322580645161,0.0349462365591397,0.1720430107526881,0.0026881720430107,0.0053763440860215,0.043010752688172,0.064516129032258,0.9582499459511438,0.966023702572268,0.977277983305677,1.0,18,15.49044585987261,4.272108843537415,0.0323679727427597,4.79530698988551,0.0486630044799277,2,5.0,20.666666666666668,0.0146305097381418,0.4943181818181818,0.5056818181818182
28,cfk,2.0,0.0,0.0,3.0,0.4959443314000964,0.014353464357554913,0.4815908670425415,-0.9025883212471763,0.1737704918032787,0.1475409836065573,0.0163934426229508,0.101639344262295,0.0,0.0163934426229508,0.0262295081967213,0.0786885245901639,1.023436081969756,1.021773138235908,1.0019862280533165,0.9923076923076924,19,10.842007434944238,4.155038759689923,0.0295629820051413,4.662478822056084,0.0353077943741418,1,4.5,16.333333333333332,0.0162306201550387,0.7908950617283951,0.20910493827160495
29,cfk,4.0,-1.0,-4.0,4.0,0.5435632541775703,0.014108128845691681,0.5294551253318787,-0.1537182979318651,0.16,0.18,0.02,0.084,0.008,0.024,0.052,0.08,0.9986346415399464,0.9295190565239868,0.8410858929708335,0.9797297297297296,24,16.489361702127653,3.2,0.0095419847328244,5.935546928072445,0.0336456022299942,0,4.0,6.0,0.0111111111111111,0.6398467432950191,0.36015325670498083
30,cfk,2.0,0.0,0.0,3.0,0.3991554118692875,0.04288521781563759,0.3562701940536499,0.36828604912845847,0.1491228070175438,0.1228070175438596,0.0350877192982456,0.0789473684210526,0.0,0.0204678362573099,0.0380116959064327,0.0906432748538011,0.8363916558756467,0.8338141421597335,0.8785074394012092,1.0,21,15.447540983606558,3.836477987421384,0.0388994307400379,4.990483509326959,0.0628012623709204,0,8.0,22.0,0.0121407531247512,0.5521978021978022,0.4478021978021978
1,arabia,2.0,0.0,0.0,2.0,0.17076991498470306,0.07749532163143158,0.09327459335327148,-0.3691375270875858,0.1496062992125984,0.1023622047244094,0.0551181102362204,0.0866141732283464,0.0078740157480314,0.0236220472440944,0.0157480314960629,0.0551181102362204,0.8423402286715559,0.8315342881038065,0.8230804448786051,0.963855421686747,14,15.007999999999996,3.05,0.0116279069767441,5.975467088607952,0.0125244893994894,0,2.0,2.0,0.0193037974683544,0.6408450704225352,0.3591549295774648
2,arabia,3.0,0.0,0.0,2.0,0.21350569278001785,0.10811291635036469,0.10539277642965317,-0.8316594190942685,0.1621621621621621,0.0918918918918919,0.0378378378378378,0.1027027027027027,0.0432432432432432,0.0432432432432432,0.054054054054054,0.054054054054054,0.7225516117353445,0.7894874241746539,0.6621376831047642,1.0,14,12.447013487475914,3.642105263157895,0.0398936170212766,4.995224039683291,0.0917309384801644,0,0.0,17.0,0.0193729003359462,0.7252475247524752,0.2747524752475248
3,arabia,3.0,-1.0,4.0,4.0,0.5795495957136154,0.028789862990379333,0.5507597327232361,-0.44843322080921116,0.1325966850828729,0.154696132596685,0.0441988950276243,0.1325966850828729,0.0,0.005524861878453,0.0607734806629834,0.0718232044198895,0.8616250692658062,0.8241711480299848,0.8046225307914766,0.9557522123893806,16,14.711864406779666,3.185185185185185,0.0241379310344827,5.8547583567514,0.0491506692895581,0,2.0,7.0,0.014884042921426,0.5283018867924528,0.4716981132075472
4,arabia,3.0,-1.0,5.0,5.0,0.8682468901388347,0.007015622686594725,0.86123126745224,0.5224747005079712,0.1662995594713656,0.1277533039647577,0.0473568281938326,0.0814977973568281,0.0198237885462555,0.0198237885462555,0.0385462555066079,0.0627753303964757,0.9427941948286226,0.8579231311262671,0.8356864096923634,1.0,43,14.393151278716946,4.510263929618769,0.0239596469104665,4.529495161354024,0.0661994639397897,3,18.5,65.0,0.0066327410729687,0.8096823770491803,0.19031762295081966
5,arabia,2.0,-1.0,3.0,3.0,0.6275932118296623,0.05258529633283615,0.5750079154968262,-0.5080792024091124,0.1744680851063829,0.1063829787234042,0.0595744680851063,0.0893617021276595,0.0042553191489361,0.0170212765957446,0.051063829787234,0.0638297872340425,0.8198357753498217,0.7587836954984629,0.7076339632078821,0.9927007299270072,26,15.263513513513512,3.25,0.0210727969348659,5.457414264755019,0.0582487104127505,0,6.0,14.0,0.012037037037037,0.6930970149253731,0.3069029850746269
6,arabia,2.0,0.0,2.0,2.0,0.4141070945188403,0.009061972610652447,0.40504512190818787,-1.3421940435390376,0.1729323308270676,0.1428571428571428,0.0225563909774436,0.0526315789473684,0.0225563909774436,0.037593984962406,0.0451127819548872,0.0827067669172932,0.8816025174457299,0.7650486282344346,0.7267061208727594,1.0,14,13.631999999999996,3.125,0.0166666666666666,5.593991139240522,0.0260050366300366,0,2.0,3.0,0.0197784810126582,0.7233333333333334,0.27666666666666667
7,arabia,3.0,-1.0,3.0,3.0,0.8408577656373382,0.004011652432382107,0.836846113204956,-0.4872858583621349,0.1570996978851963,0.1601208459214501,0.0725075528700906,0.0845921450151057,0.0060422960725075,0.0271903323262839,0.0725075528700906,0.0271903323262839,0.9980072137615844,0.9268700627344904,0.8673331008602639,0.9743589743589745,18,11.87878787878788,3.8552631578947367,0.0245098039215686,5.052133980680267,0.0384840376356996,0,3.0,13.0,0.012765772046009,0.7255192878338279,0.2744807121661721
8,arabia,4.0,-1.0,1.0,1.0,0.6444454323500395,0.6262285113334656,0.018216921016573906,0.5063600803845193,0.1397379912663755,0.1615720524017467,0.0349344978165938,0.0917030567685589,0.0043668122270742,0.0393013100436681,0.0393013100436681,0.0436681222707423,0.7783256536227704,0.7903381726598573,0.775983167678953,1.0,17,13.844660194174754,3.582608695652174,0.0365853658536585,5.055190360874756,0.0390982327100916,0,2.0,7.0,0.0157131960335621,0.7587548638132295,0.24124513618677043
9,arabia,2.0,-1.0,3.0,3.0,0.20667374227195978,0.01454950962215662,0.19212423264980316,-0.477283320503755,0.1786600496277915,0.1389578163771712,0.0496277915632754,0.0694789081885856,0.0049627791563275,0.0496277915632754,0.0397022332506203,0.0545905707196029,0.8059188129831943,0.8544753781109814,0.73821988687465,0.9896907216494846,27,16.010840108401084,3.8229166666666665,0.0265804597701149,5.067121775053084,0.0370425453333587,0,5.0,14.0,0.0100076352530541,0.6935294117647058,0.3064705882352941
10,arabia,3.0,-1.0,4.0,4.0,0.20552296191453934,0.05299486964941025,0.1525280922651291,1.3322823886336361,0.1440576230492196,0.1260504201680672,0.0540216086434573,0.0912364945978391,0.0228091236494597,0.0204081632653061,0.0264105642256902,0.0672268907563025,0.9804586219502972,0.9974308131729585,0.9264708270157718,1.0,38,13.04351585014409,4.434504792332269,0.0280922431865828,4.531787283140664,0.0556996203771404,1,13.5,53.333333333333336,0.0071065781928401,0.6865269461077844,0.3134730538922156
11,arabia,2.0,0.0,3.0,3.0,0.1955299973487854,0.04971770942211151,0.1458122879266739,-0.5528805077909661,0.1265306122448979,0.1265306122448979,0.0489795918367346,0.1346938775510204,0.0081632653061224,0.0326530612244898,0.0530612244897959,0.0326530612244898,0.762333847618767,0.7774105597156441,0.8330224359264222,0.992063492063492,19,14.04867256637168,3.6,0.0337837837837837,5.1218716909314495,0.0587339494615619,0,4.0,14.0,0.014516129032258,0.6103773584905661,0.389622641509434
12,arabia,3.0,0.0,3.0,3.0,0.3486235477030277,0.049766991287469864,0.29885655641555786,-0.8216123613583225,0.0747663551401869,0.1495327102803738,0.0654205607476635,0.0934579439252336,0.0093457943925233,0.0841121495327102,0.0186915887850467,0.0560747663551401,0.9289374585332932,0.96741724808307,0.807952561415615,0.9827586206896552,10,15.760869565217387,3.192982456140351,0.032258064516129,5.480444090298195,0.0476921470342522,0,0.0,2.0,0.0285087719298245,0.6276223776223776,0.3723776223776224
13,arabia,3.0,0.0,2.0,2.0,0.2903103902935982,0.06317100673913956,0.22713938355445862,0.4630522922710076,0.1530249110320284,0.1316725978647686,0.0498220640569395,0.092526690391459,0.0142348754448398,0.0391459074733096,0.0711743772241993,0.0604982206405693,0.9779793501192564,0.9306020859902157,0.9048883824256904,0.9929078014184396,21,13.925925925925926,3.4571428571428573,0.0181818181818181,5.275684848946098,0.0418263309937232,1,4.5,13.333333333333334,0.0124357656731757,0.8204113924050633,0.17958860759493672
14,arabia,3.0,-1.0,3.0,3.0,0.2965540923178196,0.0480136014521122,0.2485404908657074,-0.128975148563335,0.0930232558139534,0.1744186046511628,0.0406976744186046,0.1104651162790697,0.0116279069767441,0.0290697674418604,0.0581395348837209,0.0581395348837209,0.8736591227325825,0.8640175484203972,0.8947410029699354,0.9801980198019802,16,14.32924335378323,3.2525252525252526,0.0222222222222222,5.464885784517838,0.0353924966095054,1,3.5,5.333333333333333,0.0165945165945165,0.5036945812807881,0.4963054187192118
15,arabia,3.0,0.0,2.0,2.0,0.3132901545614004,0.02155364118516445,0.29173651337623596,-0.20079977707684998,0.1646586345381526,0.1405622489959839,0.0321285140562249,0.0883534136546184,0.036144578313253,0.0040160642570281,0.036144578313253,0.0562248995983935,1.0663795946742245,0.9679756989417492,0.9973295330228048,0.9913793103448276,18,15.550239234449762,3.617391304347826,0.0197628458498023,5.256125804421621,0.0514949353951911,2,5.0,14.666666666666666,0.0158657513348588,0.9241803278688525,0.07581967213114754
16,arabia,2.0,-1.0,5.0,5.0,0.4351239502429962,0.3331470787525177,0.10197687149047852,0.7042952122737638,0.1392405063291139,0.1223628691983122,0.0632911392405063,0.0590717299578059,0.0295358649789029,0.0210970464135021,0.0253164556962025,0.0632911392405063,0.9943968911853752,1.011554653940326,1.038746518808236,0.9923076923076924,21,14.735496558505409,3.488372093023256,0.029090909090909,5.364004927377903,0.038765798724759,0,1.0,9.0,0.013626453488372,0.6774475524475524,0.32255244755244755
17,arabia,2.0,0.0,2.0,2.0,0.28548410534858704,0.22410720586776733,0.0613768994808197,-0.8594809821104473,0.1601423487544484,0.1316725978647686,0.0355871886120996,0.1316725978647686,0.0035587188612099,0.0177935943060498,0.0498220640569395,0.0427046263345195,0.799882246835817,0.7913857643557546,0.8111047580757094,0.9924242424242424,19,13.37549407114625,3.84732824427481,0.0363636363636363,5.119261011142806,0.0394211419167379,1,6.5,13.333333333333334,0.0147974163241338,0.5673400673400674,0.43265993265993263
18,arabia,1.0,1.0,2.0,2.0,0.2080982606858015,0.02472241036593914,0.18337585031986237,-0.7695781671971994,0.1511936339522546,0.1061007957559681,0.039787798408488,0.0848806366047745,0.0212201591511936,0.0079575596816976,0.0371352785145888,0.0663129973474801,1.0229642915323396,1.0084254438810376,1.0211123513001332,1.0,22,12.30980392156863,4.08,0.0300207039337474,4.771089894869306,0.039448504744774,0,8.0,15.0,0.0136912751677852,0.4426328502415459,0.5573671497584541
19,arabia,1.0,0.0,1.0,1.0,0.8071066788397729,0.00765681779012084,0.7994498610496521,-0.9727480127010555,0.064516129032258,0.1774193548387097,0.032258064516129,0.1290322580645161,0.0,0.0,0.0161290322580645,0.032258064516129,0.9998549676338894,0.9526597076882616,1.0314780997961386,0.9761904761904762,10,15.422131147540982,2.926829268292683,0.046875,5.949195321871221,0.0323355506282335,0,1.0,2.0,0.0365853658536585,0.43670886075949367,0.5632911392405063
20,arabia,3.0,-1.0,3.0,3.0,0.9455521651543677,0.004992301110178232,0.9405598640441895,-0.5626047591264085,0.1785714285714285,0.1326530612244898,0.0561224489795918,0.1173469387755102,0.0,0.0153061224489795,0.0459183673469387,0.0612244897959183,0.7657991345508762,0.7568144581188965,0.820001047008486,1.0,17,18.005376344086017,3.206896551724138,0.0161290322580645,6.014468975189698,0.0424162846956964,0,4.0,7.0,0.0139430284857571,0.8641078838174274,0.1358921161825726
21,arabia,1.0,0.0,1.0,1.0,0.7898166012018919,0.009508056566119194,0.7803085446357727,-1.1417254140137465,0.1320754716981132,0.1069182389937107,0.0440251572327044,0.1509433962264151,0.0,0.0314465408805031,0.0251572327044025,0.050314465408805,0.941550045570718,0.9889039388095044,0.9637386176079266,0.9767441860465116,14,13.947019867549669,3.5476190476190474,0.0454545454545454,5.056056297090109,0.0518102064057946,0,1.0,10.0,0.0213711990820424,0.4375,0.5625
