Sujetos,Condición,num_palabras_unicas_norm,primera_persona_norm,tercera_persona_norm,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm
1.0,cfk,-1.4297025771263514,0.08053691275167785,0.040268456375838924,0.12751677852348994,0.12751677852348994,0.040268456375838924,0.11409395973154363,0.013422818791946308,0.053691275167785234
2.0,cfk,-0.9366856707011577,0.044642857142857144,0.044642857142857144,0.15178571428571427,0.14285714285714285,0.017857142857142856,0.11607142857142858,0.0,0.017857142857142856
3.0,cfk,0.03356936445019527,0.04642857142857143,0.06785714285714285,0.18214285714285713,0.12142857142857143,0.04285714285714286,0.07857142857142857,0.0035714285714285713,0.014285714285714285
4.0,cfk,,0.0440251572327044,0.09433962264150944,0.15723270440251572,0.12264150943396226,0.04716981132075472,0.09748427672955975,0.007861635220125786,0.02830188679245283
5.0,cfk,-0.731310340973526,0.0364963503649635,0.072992700729927,0.145985401459854,0.10948905109489052,0.043795620437956206,0.0948905109489051,0.0072992700729927005,0.0072992700729927005
6.0,cfk,-0.28308531664228476,0.03608247422680412,0.05670103092783505,0.11855670103092783,0.08247422680412371,0.04639175257731959,0.13917525773195877,0.015463917525773196,0.030927835051546393
7.0,cfk,-0.3925670109135901,0.02040816326530612,0.07653061224489796,0.14540816326530612,0.10459183673469388,0.05612244897959184,0.09438775510204081,0.002551020408163265,0.015306122448979591
8.0,cfk,-1.5796451210630587,0.06666666666666667,0.03333333333333333,0.17777777777777778,0.15555555555555556,0.03333333333333333,0.03333333333333333,0.0,0.0
9.0,cfk,,0.04059040590405904,0.06457564575645756,0.12730627306273062,0.16051660516605165,0.033210332103321034,0.09778597785977859,0.0,0.027675276752767528
10.0,cfk,-0.3922322702763681,0.025,0.09166666666666666,0.12083333333333333,0.17083333333333334,0.0375,0.075,0.008333333333333333,0.004166666666666667
