Sujetos,Condición,num_palabras_unicas_norm,primera_persona_norm,tercera_persona_norm,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm
1.0,arabia,0.7459317793702703,0.031746031746031744,0.05952380952380952,0.1746031746031746,0.10714285714285714,0.05952380952380952,0.1111111111111111,0.007936507936507936,0.031746031746031744
2.0,arabia,-0.643971398607046,0.07407407407407407,0.07407407407407407,0.15555555555555556,0.1111111111111111,0.05925925925925926,0.05925925925925926,0.007407407407407408,0.022222222222222223
3.0,arabia,-0.9429939650100294,0.0625,0.020833333333333332,0.1875,0.11458333333333333,0.020833333333333332,0.15625,0.020833333333333332,0.020833333333333332
4.0,arabia,,0.039149888143176735,0.06263982102908278,0.15771812080536912,0.1297539149888143,0.0447427293064877,0.07718120805369127,0.016778523489932886,0.030201342281879196
5.0,arabia,-0.7826303649014927,0.030534351145038167,0.03816793893129771,0.16793893129770993,0.09923664122137404,0.03816793893129771,0.12213740458015267,0.007633587786259542,0.05343511450381679
6.0,arabia,-0.38665311541385233,0.05319148936170213,0.06914893617021277,0.13829787234042554,0.12234042553191489,0.0425531914893617,0.07446808510638298,0.005319148936170213,0.06914893617021277
7.0,arabia,-0.7851340218271802,0.07329842931937172,0.0549738219895288,0.13612565445026178,0.15968586387434555,0.05759162303664921,0.09424083769633508,0.0,0.002617801047120419
8.0,arabia,-0.7774815830232242,0.07246376811594203,0.028985507246376812,0.14492753623188406,0.17391304347826086,0.021739130434782608,0.07246376811594203,0.0,0.036231884057971016
9.0,arabia,,0.04693877551020408,0.04897959183673469,0.1469387755102041,0.15510204081632653,0.05510204081632653,0.06326530612244897,0.024489795918367346,0.03877551020408163
10.0,arabia,,0.018691588785046728,0.07476635514018691,0.14285714285714285,0.14552736982643524,0.03871829105473965,0.1054739652870494,0.020026702269692925,0.022696929238985315
11.0,arabia,-0.4494161382839848,0.044585987261146494,0.05732484076433121,0.18471337579617833,0.11464968152866242,0.03821656050955414,0.08280254777070063,0.0,0.03184713375796178
12.0,arabia,-0.6025803064920214,0.04891304347826087,0.059782608695652176,0.125,0.125,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.03804347826086957
13.0,arabia,0.2146678512770813,0.041474654377880185,0.055299539170506916,0.12903225806451613,0.12442396313364056,0.02304147465437788,0.11059907834101383,0.013824884792626729,0.059907834101382486
14.0,arabia,-1.0592134648542737,0.0873015873015873,0.06349206349206349,0.15873015873015872,0.14285714285714285,0.047619047619047616,0.07936507936507936,0.015873015873015872,0.015873015873015872
15.0,arabia,0.00880314434046071,0.046153846153846156,0.07692307692307693,0.1641025641025641,0.14358974358974358,0.035897435897435895,0.06666666666666667,0.03076923076923077,0.03076923076923077
16.0,arabia,-0.39105897339027573,0.024271844660194174,0.05825242718446602,0.1262135922330097,0.14563106796116504,0.04854368932038835,0.12135922330097088,0.0048543689320388345,0.03398058252427184
17.0,arabia,-1.3449458047704892,0.06666666666666667,0.04,0.1511111111111111,0.1511111111111111,0.04888888888888889,0.13333333333333333,0.0044444444444444444,0.035555555555555556
18.0,arabia,-1.4128484403685986,0.04680851063829787,0.0425531914893617,0.13191489361702127,0.17872340425531916,0.03829787234042553,0.13617021276595745,0.00851063829787234,0.0425531914893617
19.0,arabia,-1.021324850312763,0.0,0.06557377049180328,0.08196721311475409,0.14754098360655737,0.01639344262295082,0.14754098360655737,0.01639344262295082,0.0
20.0,arabia,1.481408333210219,0.029411764705882353,0.07352941176470588,0.1588235294117647,0.12058823529411765,0.07352941176470588,0.10294117647058823,0.011764705882352941,0.0058823529411764705
21.0,arabia,-1.2752513801881482,0.05128205128205128,0.02564102564102564,0.09829059829059829,0.1282051282051282,0.05128205128205128,0.13675213675213677,0.021367521367521368,0.004273504273504274
22.0,arabia,,0.03917050691244239,0.03686635944700461,0.16359447004608296,0.1497695852534562,0.07142857142857142,0.09907834101382489,0.03456221198156682,0.029953917050691243
23.0,arabia,-0.3551881183008243,0.05,0.04,0.11,0.15,0.025,0.155,0.01,0.035
24.0,arabia,-0.7204387238948347,0.031578947368421054,0.10526315789473684,0.14736842105263157,0.11052631578947368,0.05263157894736842,0.06842105263157895,0.0,0.042105263157894736
25.0,arabia,-0.9799118698777322,0.06451612903225806,0.043010752688172046,0.15053763440860216,0.07526881720430108,0.06451612903225806,0.11827956989247312,0.010752688172043012,0.021505376344086023
26.0,arabia,1.435299156948309,0.03931203931203931,0.08353808353808354,0.1597051597051597,0.12530712530712532,0.06142506142506143,0.06388206388206388,0.002457002457002457,0.019656019656019656
27.0,arabia,-0.9282791216329139,0.0457516339869281,0.0718954248366013,0.1503267973856209,0.09803921568627451,0.0392156862745098,0.09803921568627451,0.0,0.0196078431372549
28.0,arabia,-0.7783044742307462,0.04390243902439024,0.07317073170731707,0.14634146341463414,0.13658536585365855,0.04878048780487805,0.07804878048780488,0.004878048780487805,0.02926829268292683
29.0,arabia,-1.1887400721182015,0.022988505747126436,0.04597701149425287,0.14942528735632185,0.09195402298850575,0.022988505747126436,0.12643678160919541,0.04597701149425287,0.034482758620689655
30.0,arabia,-0.5767216272847054,0.07112970711297072,0.06694560669456066,0.1589958158995816,0.09623430962343096,0.04184100418410042,0.09205020920502092,0.02092050209205021,0.008368200836820083
31.0,arabia,-0.6490096249835272,0.07766990291262135,0.043689320388349516,0.10194174757281553,0.14563106796116504,0.06796116504854369,0.11650485436893204,0.0,0.02912621359223301
32.0,arabia,-0.7025272955116886,0.033707865168539325,0.0898876404494382,0.11235955056179775,0.16853932584269662,0.028089887640449437,0.11797752808988764,0.033707865168539325,0.03932584269662921
33.0,arabia,-0.6846114127920176,0.05,0.03,0.15,0.16,0.05,0.11,0.01,0.05
34.0,arabia,-1.0002530898087512,0.06956521739130435,0.034782608695652174,0.12173913043478261,0.1826086956521739,0.034782608695652174,0.09565217391304348,0.017391304347826087,0.008695652173913044
35.0,arabia,-0.9741218354333991,0.051094890510948905,0.072992700729927,0.10218978102189781,0.13138686131386862,0.04744525547445255,0.10218978102189781,0.014598540145985401,0.040145985401459854
36.0,arabia,-0.09747512997022786,0.029556650246305417,0.046798029556650245,0.1748768472906404,0.11330049261083744,0.04926108374384237,0.12561576354679804,0.012315270935960592,0.029556650246305417
37.0,arabia,-0.5040665245076861,0.058823529411764705,0.04152249134948097,0.13494809688581316,0.1245674740484429,0.03806228373702422,0.08996539792387544,0.020761245674740483,0.058823529411764705
38.0,arabia,0.3185217145940277,0.04076086956521739,0.043478260869565216,0.15760869565217392,0.09510869565217392,0.051630434782608696,0.11141304347826086,0.005434782608695652,0.019021739130434784
39.0,arabia,-0.89576827643112,0.06938775510204082,0.053061224489795916,0.13877551020408163,0.14285714285714285,0.04081632653061224,0.12653061224489795,0.004081632653061225,0.0326530612244898
40.0,arabia,,0.040865384615384616,0.06490384615384616,0.16105769230769232,0.14903846153846154,0.05048076923076923,0.08173076923076923,0.004807692307692308,0.018028846153846152
41.0,arabia,-0.22244814164261995,0.05,0.05333333333333334,0.13666666666666666,0.12666666666666668,0.03,0.11333333333333333,0.0,0.02
42.0,arabia,,,,,,,,,
43.0,arabia,0.49229157765488435,0.031496062992125984,0.05774278215223097,0.13123359580052493,0.16272965879265092,0.04199475065616798,0.07349081364829396,0.0026246719160104987,0.023622047244094488
44.0,arabia,,,,,,,,,
45.0,arabia,-0.5295227411915872,0.08074534161490683,0.012422360248447204,0.09316770186335403,0.18633540372670807,0.037267080745341616,0.12422360248447205,0.012422360248447204,0.049689440993788817
46.0,arabia,-0.9294142992907939,0.022388059701492536,0.06716417910447761,0.16417910447761194,0.09701492537313433,0.06716417910447761,0.1044776119402985,0.0,0.0
47.0,arabia,-0.49871365878980567,0.08771929824561403,0.02631578947368421,0.11403508771929824,0.14912280701754385,0.05263157894736842,0.07017543859649122,0.008771929824561403,0.008771929824561403
48.0,arabia,0.5323530979440825,0.07272727272727272,0.05974025974025974,0.14545454545454545,0.15584415584415584,0.03636363636363636,0.08051948051948052,0.0025974025974025974,0.02077922077922078
49.0,arabia,-1.175109039480023,0.07534246575342465,0.07534246575342465,0.14383561643835616,0.1643835616438356,0.0273972602739726,0.1095890410958904,0.0136986301369863,0.0410958904109589
50.0,arabia,-1.5817491905894885,0.03669724770642202,0.03669724770642202,0.12385321100917432,0.14678899082568808,0.06880733944954129,0.11926605504587157,0.01834862385321101,0.013761467889908258
51.0,arabia,0.7357268010374771,0.05235602094240838,0.049738219895287955,0.1387434554973822,0.15968586387434555,0.034031413612565446,0.09424083769633508,0.020942408376963352,0.02356020942408377
52.0,arabia,-0.04400123205174626,0.015384615384615385,0.06153846153846154,0.2153846153846154,0.11538461538461539,0.06153846153846154,0.08461538461538462,0.0,0.0
53.0,arabia,,,,,,,,,
54.0,arabia,-0.31058496825834725,0.02403846153846154,0.04807692307692308,0.16346153846153846,0.10096153846153846,0.04807692307692308,0.07211538461538461,0.0,0.038461538461538464
55.0,arabia,,0.04281767955801105,0.055248618784530384,0.11187845303867404,0.13950276243093923,0.055248618784530384,0.12016574585635359,0.009668508287292817,0.03314917127071823
56.0,arabia,-0.870222910252125,0.062111801242236024,0.018633540372670808,0.13043478260869565,0.10559006211180125,0.08074534161490683,0.09316770186335403,0.031055900621118012,0.018633540372670808
57.0,arabia,-1.5792609923312586,0.02564102564102564,0.03418803418803419,0.1794871794871795,0.15384615384615385,0.042735042735042736,0.06837606837606838,0.017094017094017096,0.0
58.0,arabia,0.2050149766670784,0.03571428571428571,0.07539682539682539,0.19444444444444445,0.15079365079365079,0.01984126984126984,0.08333333333333333,0.003968253968253968,0.023809523809523808
59.0,arabia,0.03143278947874669,0.044444444444444446,0.056790123456790124,0.1259259259259259,0.1506172839506173,0.04197530864197531,0.0962962962962963,0.007407407407407408,0.02962962962962963
60.0,arabia,-0.7455037486699808,0.03676470588235294,0.04411764705882353,0.125,0.1323529411764706,0.07352941176470588,0.08088235294117647,0.007352941176470588,0.007352941176470588
61.0,arabia,-1.143895880287002,0.07462686567164178,0.04477611940298507,0.08955223880597014,0.19402985074626866,0.029850746268656716,0.1791044776119403,0.0,0.0
62.0,arabia,,,,,,,,,
63.0,arabia,,0.022222222222222223,0.04,0.17333333333333334,0.10888888888888888,0.03111111111111111,0.09555555555555556,0.017777777777777778,0.02666666666666667
64.0,arabia,-0.23321180055007484,0.023148148148148147,0.046296296296296294,0.16203703703703703,0.11574074074074074,0.06944444444444445,0.09259259259259259,0.009259259259259259,0.013888888888888888
