Sujetos,Condición,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_LSC,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density
1,antesdevenir,0.86543855244977,0.8748054502001372,0.8097019428892146,66,13,13.874999999999996,3.090909090909091,0.012195121951219513,5.639688676707927,0.036711436711436715,0,5.0,3.0,0.023776223776223775
2,antesdevenir,0.9102514794015367,0.860815114768939,0.8265884035563436,89,15,15.661764705882359,3.056179775280899,0.02,6.149455664543589,0.028826743891129703,0,4.0,3.0,0.017364657814096015
3,antesdevenir,0.862935476924843,0.8556592790226353,0.7646615494595215,79,11,12.87426900584795,2.8860759493670884,0,6.077548965457072,0.013080168776371307,0,0.0,1.0,0.018500486854917234
4,antesdevenir,0.810760613817739,0.7583760883417449,0.7552732421611811,197,32,14.35995608618087,3.50253807106599,0.01487603305785124,5.17324643587304,0.049227116393599384,0,10.0,16.0,0.008935046099658138
5,antesdevenir,0.8695656019992146,0.8365408721922156,0.8215716316785735,147,24,13.940329218106994,3.306122448979592,0.007374631268436578,5.425796280892905,0.054703069945043925,1,2.5,12.333333333333334,0.011322337154039698
6,antesdevenir,0.9894611403966261,0.9009207462629438,0.8158738954601472,136,21,13.766519823788542,3.323529411764706,0.011029411764705883,5.68308331653795,0.03829979360165119,0,1.0,6.0,0.012309368191721133
7,antesdevenir,1.0073889023625824,1.0120060048281534,0.952601475828401,236,26,11.707619047619046,4.440677966101695,0.02182866556836903,4.450380346768287,0.06071149170795812,0,5.0,35.0,0.009448250991705733
8,antesdevenir,0.9771081602149646,1.0210598359784295,1.0077026853501756,60,10,10.291262135922333,3.3666666666666667,0.028,4.384785073043947,0.05167470691980496,0,2.0,5.0,0.028531073446327684
9,antesdevenir,0.943624532602846,0.8654181877999829,0.7805347914260052,184,26,17.064615384615383,3.532608695652174,0.014130434782608696,5.585143617766862,0.02853388160469797,1,8.5,9.333333333333334,0.009651936326918508
10,antesdevenir,0.8650167415730425,0.7652285763643805,0.8144381740124916,101,14,12.710059171597637,3.3069306930693068,0.017964071856287425,5.222747183002869,0.02817840607590171,0,2.0,2.0,0.016534653465346535
11,antesdevenir,0.815832829876679,0.8295039995241228,0.7919802810272667,135,22,14.443231441048036,3.348148148148148,0.006802721088435374,5.370559864434317,0.019264826904033618,0,2.0,5.0,0.012493090105030403
12,antesdevenir,0.9106288318749632,0.9452785458348799,0.8782411994119704,63,12,18.857142857142858,2.634920634920635,0,7.648611415892547,0.008686067019400353,0,1.0,1.0,0.02124935995903738
13,antesdevenir,0.8330355970159483,0.8273864083163132,0.8887760876824884,75,12,13.986486486486484,2.9066666666666667,0,6.0078889700511615,0.02102164502164502,0,1.0,2.0,0.01963963963963964
14,antesdevenir,0.8229165588310647,0.8218317465147901,0.8032500686681039,87,13,15.44117647058824,3.1264367816091956,0.02464788732394366,5.5643593644354565,0.04202000951493851,0,2.0,5.0,0.0181769580326116
15,antesdevenir,0.9188639931294276,0.8699356746270553,0.9098233902526349,60,11,11.458333333333336,3.1666666666666665,0.012987012987012988,5.035516713747645,0.015137871387871388,0,0.0,2.0,0.026836158192090395
16,antesdevenir,1.0243223552699765,1.0293213294567871,0.875271739744117,75,12,19.572815533980577,2.7466666666666666,0.011111111111111112,7.615536313011979,0.0031111111111111114,0,1.0,0.0,0.01855855855855856
17,antesdevenir,0.999386355415699,0.9560537828649519,0.9403127213347532,146,20,13.79506172839506,3.684931506849315,0.0211864406779661,5.195140747738465,0.02190449776225254,1,5.5,7.333333333333333,0.012706660368445914
18,antesdevenir,0.854213362046681,0.8423215621097558,0.8607225086335454,122,20,16.594202898550726,3.377049180327869,0.01871657754010695,5.722894155708691,0.05786432155068911,0,2.0,11.0,0.01395474867904078
19,antesdevenir,1.0769113597147262,1.0251191047358834,1.007148866366129,126,17,16.00825082508251,3.1904761904761907,0.012244897959183673,5.739741631306063,0.0237784142837831,0,2.0,4.0,0.012761904761904763
20,antesdevenir,1.0056915393865784,1.0675160259126149,1.0035385568473354,114,17,14.9578947368421,3.3157894736842106,0.005649717514124294,5.501389740069918,0.020337403967434928,0,1.0,3.0,0.014671634839310665
21,antesdevenir,0.897163255050107,0.9345947453674666,0.8261308943711668,148,23,13.9537037037037,3.3783783783783785,0.008038585209003215,5.392044984732215,0.02265084848418181,1,2.5,7.333333333333333,0.011491082919654349
22,antesdevenir,0.9919125449100611,0.9651420782820309,0.9552240715317272,268,36,13.175675675675679,3.843283582089552,0.012425021422450729,4.948000301248087,0.038673462189026,0,13.0,19.0,0.007197160266085304
23,antesdevenir,0.739795606284488,0.8148193910610115,0.8211960554786433,72,13,15.256410256410259,2.888888888888889,0,6.006409472683628,0.039371628280942005,0,2.0,4.0,0.02034428794992175
24,antesdevenir,0.7998728469121933,0.8389385729355703,0.7761423856704694,123,20,15.798507462686565,3.268292682926829,0.019736842105263157,5.634217954609229,0.061479762333420875,1,4.5,7.333333333333333,0.013394642143142742
25,antesdevenir,0.9030312081287531,0.9307061517039534,0.9069083426816668,108,17,17.06439393939394,3.240740740740741,0.012987012987012988,5.64622864155577,0.04759029121129224,0,3.0,6.0,0.015143648321218414
26,antesdevenir,0.8106093065633547,0.8527717591180438,0.9237787597550555,86,13,13.968253968253967,3.3488372093023258,0.03205128205128205,5.231624432718573,0.04929669428107471,0,4.0,5.0,0.01969904240766074
27,antesdevenir,0.9990824670359703,1.025407892697171,0.9991982013215622,166,27,16.250871080139373,3.4457831325301207,0.01056338028169014,5.520989246819236,0.026607791502148072,0,5.0,11.0,0.010441767068273093
28,antesdevenir,0.8074990234723276,0.7767562148012314,0.7184617800143588,115,16,20.583333333333332,3.130434782608696,0.00819672131147541,6.411182091702659,0.01365504061156235,0,2.0,2.0,0.013729977116704805
29,antesdevenir,0.8998673868357638,0.8854208645045593,0.8631612981856696,77,15,13.206349206349206,3.168831168831169,0.008547008547008548,5.175883431522267,0.04661955691367456,0,2.0,8.0,0.020847573479152427
30,antesdevenir,0.783398672564855,0.7703151669744969,0.8990632267434107,87,14,20.769230769230777,2.9195402298850577,0.014705882352941176,7.134808154956353,0.015020069330414155,0,0.0,1.0,0.016974071103982892
31,antesdevenir,1.020591931360522,0.9875190446753662,1.044935641357332,386,47,11.22860306913463,4.678756476683938,0.01915349584784356,4.106469543128084,0.06974249622803727,0,23.0,70.0,0.006076307112576542
32,antesdevenir,0.7220076318661872,0.6628338847802553,1.2318408510820922,75,15,20.25396825396825,2.8,0.011904761904761904,7.359538967539019,0.004724867724867725,0,1.0,1.0,0.01891891891891892
33,antesdevenir,0.8963594086626026,0.9502991228133957,,46,7,12.545454545454541,2.8260869565217392,0.03125,5.513383838383845,0.01682194616977226,0,1.0,0.0,0.03140096618357488
34,antesdevenir,1.0531219490217194,1.1016916077973582,1.1506116158508712,109,16,11.46394230769231,3.7981651376146788,0.03292181069958848,4.737661185521709,0.029310813388553614,0,3.0,7.0,0.017584097859327217
35,antesdevenir,0.9364888917520386,0.9225850372719208,1.0062814105249351,155,23,13.948905109489054,3.509677419354839,0.019230769230769232,5.422096269635932,0.03449240625680026,2,6.0,10.666666666666666,0.011395056556346879
36,antesdevenir,0.9540136297194791,0.9793404828476032,0.9092180734521728,141,18,14.612745098039213,3.3617021276595747,0.01072961373390558,5.656518357089506,0.030265814934150353,1,0.5,8.333333333333334,0.012006079027355622
37,antesdevenir,1.1696586549780608,1.133798771430153,1.0576273713846136,120,18,13.535545023696686,3.5,0.014830508474576272,5.304508952080185,0.03860426564482856,0,2.0,8.0,0.014705882352941176
38,antesdevenir,0.8943107732934715,0.9088837535499628,0.924033661826009,90,14,13.862416107382554,3.2222222222222223,0.008403361344537815,5.7196327577106505,0.027067975072361042,0,2.0,3.0,0.018102372034956304
39,antesdevenir,0.6776652799548714,0.7428251453588353,0.7169881537176693,124,19,15.816831683168322,3.2419354838709675,0.015625,5.762119900522044,0.01129688737646219,1,1.5,2.3333333333333335,0.013178599527930763
40,antesdevenir,1.027571171993651,1.0111259496507794,1.011276228576901,276,34,12.217909749824642,4.427536231884058,0.03135100193923723,4.5319249702232725,0.04773798465352913,0,10.0,39.0,0.008050065876152833
41,antesdevenir,0.9287518101402871,0.8622107854018212,0.9519727217217177,107,18,16.662721893491124,3.121495327102804,0.02040816326530612,5.917632774380427,0.05556785618632787,0,2.0,6.0,0.014724034561805679
42,antesdevenir,0.9491243564547693,0.9235649501898539,0.9396776353013281,105,18,14.471631205673756,3.5619047619047617,0.013824884792626729,5.129446912425601,0.036038546224881625,0,1.0,6.0,0.017124542124542126
43,antesdevenir,0.7747725482629462,0.9066821349437837,0.8723015070330556,76,15,13.805309734513274,2.9210526315789473,0.013157894736842105,6.195932308647726,0.030640314378178456,0,2.0,2.0,0.019473684210526317
44,antesdevenir,0.7053144999322006,0.743170401788571,0.6861562612687566,110,17,19.284848484848492,2.909090909090909,0.013392857142857142,6.715420426112798,0.011785613376522466,0,1.0,2.0,0.013344453711426188
45,antesdevenir,1.0349633297761054,1.0769164402158855,0.9415368277519598,193,27,11.658075601374568,4.020725388601036,0.015927189988623434,4.645671972652837,0.03955778028204081,0,5.0,20.0,0.010470639032815199
46,antesdevenir,0.852212478898397,0.7907116249445012,0.6161618665967938,82,13,12.790441176470583,3.2439024390243905,0.018518518518518517,5.431724033335123,0.035392656124363445,1,1.5,3.3333333333333335,0.020024089129780185
47,antesdevenir,0.8525836721322398,0.7639184956146565,0.9328999820962902,41,9,17.084745762711865,2.6341463414634148,0,6.849524596940866,0.017479674796747967,0,1.0,1.0,0.032926829268292684
48,antesdevenir,1.0025622655654376,1.0119047172088793,1.0697600402880239,119,17,17.595,3.310924369747899,0.020833333333333332,5.578069185301473,0.03704626647038906,0,0.0,8.0,0.014029340549779234
49,antesdevenir,0.9571588307072321,0.8932655184047488,1.0154741053165104,129,18,13.421739130434782,3.550387596899225,0.014754098360655738,5.067092707281245,0.06388237441109018,0,4.0,15.0,0.013868701550387597
50,antesdevenir,0.880991457737073,0.8201299484233934,0.881646009932454,111,17,18.519553072625705,3.2072072072072073,0.011194029850746268,6.245423432574222,0.02692985192985193,0,2.0,3.0,0.014578214578214578
51,antesdevenir,0.6632210541340768,0.7960500063883773,0.6292795043090035,64,11,12.839805825242717,3.125,0.00625,5.2925985321311275,0.07659603851010102,0,2.0,9.0,0.0248015873015873
52,antesdevenir,0.6254219658537687,0.7907827342685115,0.9476932903624634,57,10,15.18235294117647,2.8771929824561404,0,6.155461570593111,0.010233918128654972,1,0.5,1.3333333333333333,0.02568922305764411
53,antesdevenir,0.8300400710392737,0.8142156232650847,0.7520594145427865,153,21,11.748858447488583,3.803921568627451,0.026595744680851064,4.968521601142642,0.06214788873661049,0,3.0,16.0,0.012512899896800826
