Sujetos,Condición,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_LSC,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density
1,presencial,0.9786396981761409,0.9338263297449556,0.9233054191950881,150,23,16.242248062015502,3.4266666666666667,0.014367816091954023,5.641361631581905,0.02942712126601071,0,4.0,6.0,0.011498881431767338
2,presencial,0.9718501995304232,0.9126150477272227,0.8601034516183282,171,22,15.469135802469136,3.789473684210526,0.02208835341365462,5.309443149146067,0.05030792474915553,1,2.5,16.333333333333332,0.011145510835913313
3,presencial,0.9319689259549644,0.9158521888342142,0.8642847927634046,111,18,13.07865168539326,3.189189189189189,0.015432098765432098,5.699282224001416,0.016709029905624333,0,3.0,2.0,0.014496314496314496
4,presencial,1.0946575524473101,1.0056131636961871,0.9543827051593703,193,26,12.218918918918922,3.8341968911917097,0.019886363636363636,5.054869656735242,0.050152762712489904,2,5.0,15.666666666666666,0.009984887737478411
5,presencial,0.9374176598141822,0.8054319773743025,0.8401420344313999,131,18,12.244836601307188,3.8625954198473282,0.01238390092879257,4.829660737107766,0.014853358789439693,0,2.0,5.0,0.014856136230182032
6,presencial,1.030833924135404,1.0415209743549945,1.0295359490273917,221,26,11.541489361702128,4.253393665158371,0.022988505747126436,4.5850170592558275,0.047678596010705586,1,8.5,20.333333333333332,0.009666803784450843
7,presencial,0.9667462578551902,0.9294683697838624,0.8401320253275578,131,20,16.93939393939394,3.5114503816793894,0.029336734693877552,5.332003238491833,0.05328758340837577,1,3.5,8.333333333333334,0.013505578391074574
8,presencial,0.8203431717039308,0.7978112637798133,0.8327451047359544,119,17,13.573232323232325,3.327731092436975,0.007653061224489796,5.290912076180861,0.02953009520419093,0,2.0,7.0,0.01410055547642786
9,presencial,0.8848265602177168,0.8492454485503081,0.8736123368129655,244,34,15.944384835479253,3.8114754098360657,0.017094017094017096,5.4177248022040985,0.038804756666709246,2,7.0,28.666666666666668,0.00784254199554746
10,presencial,0.9619662311989913,0.9324340874677709,0.9705142739181454,197,27,12.048257372654156,3.786802030456853,0.019498607242339833,4.822882424972208,0.048437579584987685,1,8.5,22.333333333333332,0.009660209261369523
11,presencial,1.0866336321722347,1.0662226524740133,1.0710561505149139,166,26,17.642384105960268,3.63855421686747,0.03206412825651302,5.285921802804173,0.04761839418718807,0,4.0,17.0,0.011025921869295362
12,presencial,1.0242674895439934,0.8855235109186562,0.7696263360632489,73,14,13.14782608695652,3.1232876712328768,0.006944444444444444,5.914701211038246,0.01852576647097195,1,2.5,2.3333333333333335,0.021689497716894976
13,presencial,0.9397563367454247,0.8088962018562816,0.8601177925934398,110,18,15.502747252747248,3.2545454545454544,0.026627218934911243,5.403007275598962,0.029989833398924307,0,0.0,3.0,0.014929107589658049
14,presencial,0.9500381312431714,0.859839588632275,0.6862740487575216,96,16,16.574074074074076,3.3541666666666665,0.028169014084507043,5.639163124503698,0.06620374188936544,0,2.0,12.0,0.017653508771929824
15,presencial,1.1020457887731563,0.9905738790729219,1.0419910826631857,98,16,12.819444444444445,3.5510204081632653,0.015734265734265736,4.889289513056041,0.03652165441594292,0,6.0,5.0,0.01830422890805807
16,presencial,0.9721806074404566,0.9708449703533523,0.9149552885514454,118,17,15.996287128712876,3.389830508474576,0.02813852813852814,5.4015540488206915,0.0194423840963389,0,2.0,5.0,0.014486455164421265
